ca_county,d_qoy,d_year,avg(ss_ext_sales_price),sum(ss_ext_sales_price)
Inyo County,1,1999,2167.1739,49845
Inyo County,1,2001,1718.9130,39535
Inyo County,1,2002,1828.4783,42055
Inyo County,2,1998,2087.8750,33406
Inyo County,2,2000,3263.7778,29374
Inyo County,2,2001,1967.7778,17710
Inyo County,2,2002,1010.7500,8086
Inyo County,3,1998,2301.0000,20709
Inyo County,3,1999,1236.6667,37100
Inyo County,3,2000,2925.4545,64360
Inyo County,3,2001,1742.2308,22649
Inyo County,3,2002,1834.1053,34848
Inyo County,4,1998,2670.4844,170911
Inyo County,4,1999,1791.9861,129023
Inyo County,4,2000,1413.6250,45236
Inyo County,4,2001,1803.9855,124475
Inyo County,4,2002,2147.7639,154639
Ionia County,1,1999,1995.1333,59854
Ionia County,1,2000,2213.6176,75263
Ionia County,2,1998,1985.3846,25810
Ionia County,2,1999,1704.3571,23861
Ionia County,2,2000,2620.5556,23585
Ionia County,2,2001,2559.8571,35838
Ionia County,2,2002,1619.3333,29148
Ionia County,3,1998,1937.0000,15496
Ionia County,3,1999,2093.9091,23033
Ionia County,3,2000,1701.8571,35739
Ionia County,3,2001,1880.8333,22570
Ionia County,3,2002,1654.0909,54585
Ionia County,4,1998,1914.4286,67005
Ionia County,4,1999,1740.2500,41766
Ionia County,4,2000,2405.1333,72154
Ionia County,4,2001,1800.2529,156622
Ionia County,4,2002,2610.0000,70470
Iosco County,1,1998,1639.6667,24595
Iosco County,1,1999,1426.3333,17116
Iosco County,1,2000,2268.8000,56720
Iosco County,1,2001,1994.5556,17951
Iosco County,1,2002,2139.9118,72757
Iosco County,2,1998,1761.3846,45796
Iosco County,2,1999,1915.1667,11491
Iosco County,2,2000,1637.7778,14740
Iosco County,2,2001,1279.8000,19197
Iosco County,2,2002,748.9474,14230
Iosco County,3,1998,1748.6250,69945
Iosco County,3,1999,1591.8462,20694
Iosco County,3,2000,1578.4167,75764
Iosco County,3,2001,2810.5172,81505
Iosco County,3,2002,1619.7297,59930
Iosco County,4,1998,2292.8429,160499
Iosco County,4,1999,1300.6557,79340
Iosco County,4,2000,1906.8049,78179
Iosco County,4,2001,1963.2174,135462
Iosco County,4,2002,1753.5517,50853
Iowa County,1,1998,2197.9167,131875
Iowa County,1,1999,2019.9649,115138
Iowa County,1,2000,1754.7333,105284
Iowa County,1,2001,2748.0741,74198
Iowa County,1,2002,2118.6212,139829
Iowa County,1,2003,1861.1111,50250
Iowa County,2,1998,1772.9038,92191
Iowa County,2,1999,1959.0426,92075
Iowa County,2,2000,2040.2439,167300
Iowa County,2,2001,1995.1579,113724
Iowa County,2,2002,2115.5849,112126
Iowa County,3,1998,1482.1798,131914
Iowa County,3,1999,2094.2222,56544
Iowa County,3,2000,2070.9130,142893
Iowa County,3,2001,1989.3400,99467
Iowa County,3,2002,2500.5882,85020
Iowa County,4,1998,1724.3554,208647
Iowa County,4,1999,1732.6447,263362
Iowa County,4,2000,1827.0787,162610
Iowa County,4,2001,1572.6377,217024
Iowa County,4,2002,1830.1955,243416
Iredell County,1,1998,1962.6364,21589
Iredell County,1,1999,1167.3000,11673
Iredell County,1,2000,1453.7778,13084
Iredell County,1,2001,2076.5135,76831
Iredell County,2,1998,2453.6667,58888
Iredell County,2,2001,1821.3824,61927
Iredell County,3,1998,3019.2273,66423
Iredell County,3,1999,2823.9000,28239
Iredell County,3,2000,1109.8077,28855
Iredell County,3,2001,1488.4000,22326
Iredell County,3,2002,1951.6618,132713
Iredell County,4,1998,1700.7222,61226
Iredell County,4,1999,1833.4286,38502
Iredell County,4,2000,2237.5862,194670
Iredell County,4,2001,1777.7949,138668
Iredell County,4,2002,1924.3333,34638
Irion County,1,1998,2059.8750,49437
Irion County,1,1999,432.8571,3030
Irion County,1,2001,1319.7586,38273
Irion County,1,2002,2834.3077,110538
Irion County,2,1998,1866.7778,84005
Irion County,2,1999,2339.7391,53814
Irion County,2,2000,1613.3684,30654
Irion County,2,2001,953.3750,7627
Irion County,2,2002,1576.9286,44154
Irion County,3,1998,1448.3333,95590
Irion County,3,1999,1702.7759,98761
Irion County,3,2000,1470.3333,17644
Irion County,3,2001,1944.7750,77791
Irion County,3,2002,1804.9444,97467
Irion County,4,1998,2084.5876,202205
Irion County,4,1999,1742.4444,125456
Irion County,4,2000,2078.9775,185029
Irion County,4,2001,2232.6263,221030
Irion County,4,2002,2235.7727,147561
Iron County,1,1998,2734.1158,259741
Iron County,1,1999,2146.6531,315558
Iron County,1,2000,1918.9726,140085
Iron County,1,2001,1597.7353,162969
Iron County,1,2002,1752.1346,182222
Iron County,1,2003,2593.7143,18156
Iron County,2,1998,2217.8152,204039
Iron County,2,1999,1548.5366,190470
Iron County,2,2000,2392.8904,174681
Iron County,2,2001,2096.6486,232728
Iron County,2,2002,2044.1575,259608
Iron County,3,1998,2074.1969,526846
Iron County,3,1999,1838.1524,386012
Iron County,3,2000,1623.6871,238682
Iron County,3,2001,1983.5238,458194
Iron County,3,2002,1908.6667,320656
Iron County,4,1998,1990.6598,386188
Iron County,4,1999,1818.0723,603600
Iron County,4,2000,2081.2576,412089
Iron County,4,2001,1867.8623,461362
Iron County,4,2002,1852.3776,446423
Iroquois County,1,1998,1903.8462,49500
Iroquois County,1,1999,1897.3235,64509
Iroquois County,1,2000,1489.1111,26804
Iroquois County,1,2001,1567.2500,100304
Iroquois County,1,2002,1686.8000,33736
Iroquois County,2,1998,1372.0588,46650
Iroquois County,2,1999,1753.6456,138538
Iroquois County,2,2000,1435.7727,63174
Iroquois County,2,2001,2204.6500,88186
Iroquois County,2,2002,1447.6000,14476
Iroquois County,3,1998,1670.9821,93575
Iroquois County,3,1999,1938.9432,170627
Iroquois County,3,2000,1832.2000,54966
Iroquois County,3,2001,2243.9828,130151
Iroquois County,3,2002,1639.2500,72127
Iroquois County,4,1998,2134.9184,209222
Iroquois County,4,1999,1990.2233,204993
Iroquois County,4,2000,1561.3623,107734
Iroquois County,4,2001,1749.0056,313072
Iroquois County,4,2002,1946.1772,153748
Irwin County,1,1998,1990.7222,71666
Irwin County,1,1999,1912.5283,101364
Irwin County,1,2000,2345.7818,129018
Irwin County,1,2001,1715.2609,39451
Irwin County,1,2002,2915.1818,32067
Irwin County,2,1998,1713.5714,47980
Irwin County,2,1999,2018.7742,62582
Irwin County,2,2000,1675.9375,26815
Irwin County,2,2002,2367.4186,101799
Irwin County,3,1998,1880.2000,188020
Irwin County,3,1999,1372.3500,27447
Irwin County,3,2000,2282.1724,66183
Irwin County,3,2001,2275.2041,111485
Irwin County,3,2002,2152.9388,105494
Irwin County,4,1998,2026.7000,141869
Irwin County,4,1999,1853.3667,222404
Irwin County,4,2000,1994.7800,299217
Irwin County,4,2001,1772.5763,104582
Irwin County,4,2002,2028.2143,113580
Isabella County,1,1999,1706.6667,15360
Isabella County,1,2000,1558.4211,29610
Isabella County,1,2001,2212.8261,50895
Isabella County,2,1999,1925.9565,44297
Isabella County,2,2000,2122.4200,106121
Isabella County,2,2001,1553.8462,20200
Isabella County,2,2002,2102.1818,46248
Isabella County,3,1998,3089.0000,64869
Isabella County,3,1999,1880.9444,33857
Isabella County,3,2000,1620.6481,87515
Isabella County,3,2001,2409.0000,33726
Isabella County,3,2002,1839.2258,57016
Isabella County,4,1998,1589.0577,82631
Isabella County,4,1999,1509.7500,36234
Isabella County,4,2000,1702.3750,68095
Isabella County,4,2001,2373.4375,75950
Isabella County,4,2002,1419.8919,105072
Isanti County,1,1998,1966.7778,17701
Isanti County,1,1999,1741.6316,66182
Isanti County,1,2000,3004.3750,24035
Isanti County,1,2001,1827.5833,21931
Isanti County,1,2002,1752.5185,141954
Isanti County,2,1999,1193.0000,13123
Isanti County,2,2000,2349.0909,129200
Isanti County,2,2001,1436.4444,12928
Isanti County,3,1998,1416.2727,31158
Isanti County,3,1999,1749.9125,139993
Isanti County,3,2000,2709.2000,94822
Isanti County,3,2001,2219.4085,157578
Isanti County,3,2002,2046.9630,55268
Isanti County,4,1998,1818.3306,225473
Isanti County,4,1999,2029.4127,127853
Isanti County,4,2000,2156.1667,181118
Isanti County,4,2001,1726.8750,138150
Isanti County,4,2002,2201.1239,248727
Island County,1,1998,1342.2400,33556
Island County,1,1999,2935.2500,35223
Island County,1,2000,1530.1667,36724
Island County,1,2001,2919.6316,110946
Island County,1,2002,1495.0000,41860
Island County,2,1998,1812.0769,23557
Island County,2,2000,1839.3043,42304
Island County,2,2001,2715.1111,24436
Island County,2,2002,2416.6000,48332
Island County,3,1998,2190.2647,74469
Island County,3,1999,1691.9615,43991
Island County,3,2000,2210.6000,110530
Island County,3,2001,2094.7800,104739
Island County,3,2002,1627.9714,56979
Island County,4,1998,1985.5636,109206
Island County,4,1999,2163.7826,99534
Island County,4,2000,836.2500,6690
Island County,4,2001,1997.2471,169766
Island County,4,2002,1281.9667,38459
Isle of Wight County,1,1998,2082.1186,122845
Isle of Wight County,1,1999,1816.2778,65386
Isle of Wight County,1,2000,1761.8393,98663
Isle of Wight County,1,2001,1593.7391,73312
Isle of Wight County,1,2002,1941.2821,75710
Isle of Wight County,2,1998,1899.2135,169030
Isle of Wight County,2,1999,1535.2727,16888
Isle of Wight County,2,2000,1990.7647,67686
Isle of Wight County,2,2001,1849.5135,68432
Isle of Wight County,2,2002,1746.2459,106521
Isle of Wight County,3,1998,2070.7808,151167
Isle of Wight County,3,1999,1752.4878,71852
Isle of Wight County,3,2000,2224.9213,198018
Isle of Wight County,3,2001,2019.3472,145393
Isle of Wight County,3,2002,1685.9746,198945
Isle of Wight County,4,1998,1874.3720,307397
Isle of Wight County,4,1999,1945.5714,258761
Isle of Wight County,4,2000,2076.6617,276196
Isle of Wight County,4,2001,2275.9043,261729
Isle of Wight County,4,2002,1903.3525,264566
Issaquena County,1,1998,2390.9630,64556
Issaquena County,1,1999,1047.2105,19897
Issaquena County,1,2000,2076.4906,110054
Issaquena County,1,2001,2443.2632,185688
Issaquena County,1,2002,2110.3667,63311
Issaquena County,2,1998,2187.4884,94062
Issaquena County,2,1999,1693.2857,71118
Issaquena County,2,2000,2450.9167,29411
Issaquena County,2,2001,958.6667,17256
Issaquena County,2,2002,1621.3667,48641
Issaquena County,3,1998,1336.2679,74831
Issaquena County,3,1999,2125.4853,144533
Issaquena County,3,2000,1793.3810,75322
Issaquena County,3,2001,2755.1020,135000
Issaquena County,3,2002,1552.6154,100920
Issaquena County,4,1998,1803.9765,153338
Issaquena County,4,1999,1850.3684,210942
Issaquena County,4,2000,1893.1111,153342
Issaquena County,4,2001,1878.4655,217902
Issaquena County,4,2002,1907.6543,154520
Itasca County,1,1998,2485.8085,116833
Itasca County,1,1999,1726.5789,32805
Itasca County,1,2000,1127.1379,32687
Itasca County,1,2001,2370.0769,61622
Itasca County,1,2002,1208.4783,27795
Itasca County,2,1998,1523.6383,71611
Itasca County,2,1999,2627.9643,73583
Itasca County,2,2000,1891.6774,117284
Itasca County,2,2001,2017.2308,104896
Itasca County,2,2002,2629.3333,47328
Itasca County,3,1998,1960.7979,184315
Itasca County,3,1999,1889.7000,132279
Itasca County,3,2000,1547.1316,117582
Itasca County,3,2001,2167.5455,214587
Itasca County,3,2002,1480.0000,11840
Itasca County,4,1998,1907.3758,314717
Itasca County,4,1999,1871.8082,136642
Itasca County,4,2000,2042.2333,122534
Itasca County,4,2001,1770.5636,97381
Itasca County,4,2002,1898.0941,161338
Itawamba County,1,1998,2024.1875,64774
Itawamba County,1,1999,1809.0000,32562
Itawamba County,1,2000,3357.2941,57074
Itawamba County,1,2001,1343.2973,49702
Itawamba County,2,1998,1695.9444,61054
Itawamba County,2,1999,1722.6977,74076
Itawamba County,2,2000,1496.7500,41909
Itawamba County,2,2001,944.6667,8502
Itawamba County,3,1998,1995.9286,83829
Itawamba County,3,1999,2111.0938,135110
Itawamba County,3,2000,1850.2683,75861
Itawamba County,3,2001,1690.9737,64257
Itawamba County,3,2002,1791.7172,177380
Itawamba County,4,1998,2125.7176,180686
Itawamba County,4,1999,2799.2381,176352
Itawamba County,4,2000,2032.4595,75201
Itawamba County,4,2001,2090.1818,160944
Itawamba County,4,2002,1665.0185,179822
Izard County,1,1999,1099.0833,13189
Izard County,1,2000,2414.1875,38627
Izard County,1,2001,2077.9286,29091
Izard County,1,2002,2091.0800,52277
Izard County,2,1999,2107.8750,67452
Izard County,2,2000,3290.7692,42780
Izard County,3,1998,1745.5000,13964
Izard County,3,1999,2121.6471,72136
Izard County,3,2000,1588.0000,57168
Izard County,3,2001,1906.0435,43839
Izard County,3,2002,3157.1250,25257
Izard County,4,1998,1710.9286,47906
Izard County,4,1999,1731.7500,117759
Izard County,4,2000,1921.3333,63404
Izard County,4,2001,1865.1333,55954
Izard County,4,2002,1665.2333,49957
Jack County,1,1998,1175.2857,16454
Jack County,1,2000,2618.1333,78544
Jack County,1,2002,2390.5833,28687
Jack County,2,1999,1155.9000,11559
Jack County,2,2000,2664.5000,31974
Jack County,2,2001,1281.9545,28203
Jack County,3,1999,2009.4694,98464
Jack County,3,2001,1843.4545,40556
Jack County,3,2002,1952.0000,39040
Jack County,4,1998,1862.9213,165800
Jack County,4,1999,1684.1373,85891
Jack County,4,2000,2052.8824,139596
Jack County,4,2001,1792.7143,112941
Jack County,4,2002,2989.3333,71744
Jackson County,1,1998,1754.6872,656253
Jackson County,1,1999,1898.3811,1205472
Jackson County,1,2000,2102.0000,1250690
Jackson County,1,2001,1934.0524,1218453
Jackson County,1,2002,2035.8251,1199101
Jackson County,1,2003,1696.6364,37326
Jackson County,2,1998,1970.1335,752591
Jackson County,2,1999,1947.7811,1236841
Jackson County,2,2000,1844.0805,1123045
Jackson County,2,2001,1820.6478,1096030
Jackson County,2,2002,1893.2583,1026146
Jackson County,3,1998,1871.6851,1830508
Jackson County,3,1999,1916.8092,1667624
Jackson County,3,2000,1884.9145,1807633
Jackson County,3,2001,1851.3322,1688415
Jackson County,3,2002,1908.9053,1834458
Jackson County,4,1998,1866.7697,3502060
Jackson County,4,1999,1935.5556,3484000
Jackson County,4,2000,1908.9474,3264300
Jackson County,4,2001,1807.0167,3033981
Jackson County,4,2002,1814.0934,3495758
Jackson Parish,1,1999,1790.1667,21482
Jackson Parish,1,2000,2416.3000,72489
Jackson Parish,1,2002,1705.0833,40922
Jackson Parish,1,2003,1964.2222,17678
Jackson Parish,2,1998,1969.3077,25601
Jackson Parish,2,1999,2021.6818,44477
Jackson Parish,2,2000,1869.1111,33644
Jackson Parish,2,2001,2405.5000,28866
Jackson Parish,2,2002,1239.9091,27278
Jackson Parish,3,1998,2402.2258,74469
Jackson Parish,3,1999,1867.8214,104598
Jackson Parish,3,2000,1363.0000,12267
Jackson Parish,3,2001,1172.4483,34001
Jackson Parish,3,2002,1717.0000,17170
Jackson Parish,4,1998,1786.0000,50008
Jackson Parish,4,2000,2228.0816,109176
Jackson Parish,4,2001,1764.6265,146464
Jackson Parish,4,2002,1957.8971,133137
James City County,1,1998,2695.8636,59309
James City County,1,1999,1602.3182,70502
James City County,1,2000,1609.7500,77268
James City County,1,2001,2687.0000,48366
James City County,1,2002,2292.7143,16049
James City County,1,2003,780.2857,5462
James City County,2,1998,2028.6154,52744
James City County,2,1999,2075.2131,126588
James City County,2,2000,2116.4754,129105
James City County,2,2001,2243.5185,60575
James City County,2,2002,2070.1515,68315
James City County,3,1998,1545.1194,103523
James City County,3,1999,1807.0933,135532
James City County,3,2000,2006.4533,150484
James City County,3,2001,1260.8182,97083
James City County,3,2002,2077.0200,103851
James City County,4,1998,2351.3097,265698
James City County,4,1999,1800.0541,133204
James City County,4,2000,1955.0145,134896
James City County,4,2001,1699.9859,120699
James City County,4,2002,1832.4712,190577
Jasper County,1,1998,1694.2054,313428
Jasper County,1,1999,1773.2700,354654
Jasper County,1,2000,2138.1685,380594
Jasper County,1,2001,1903.9301,272262
Jasper County,1,2002,1824.9509,408789
Jasper County,2,1998,1975.6033,239048
Jasper County,2,1999,1702.2110,185541
Jasper County,2,2000,1932.7182,425198
Jasper County,2,2001,1906.4311,318374
Jasper County,2,2002,2100.3309,285645
Jasper County,3,1998,1916.6947,753261
Jasper County,3,1999,1751.6369,607818
Jasper County,3,2000,1871.3353,641868
Jasper County,3,2001,1826.1832,717690
Jasper County,3,2002,1978.0513,694296
Jasper County,4,1998,1869.2202,1239293
Jasper County,4,1999,1935.0417,975261
Jasper County,4,2000,1750.5339,878768
Jasper County,4,2001,1922.0713,1535735
Jasper County,4,2002,1883.6761,860840
Jay County,1,1998,1595.2941,54240
Jay County,1,1999,415.8333,4990
Jay County,1,2000,1940.2571,67909
Jay County,1,2001,1533.6154,19937
Jay County,1,2002,1607.4651,69121
Jay County,2,1999,2112.4776,141536
Jay County,2,2000,2113.3333,25360
Jay County,2,2001,1286.4091,28301
Jay County,2,2002,1894.2692,49251
Jay County,3,1998,1877.9655,54461
Jay County,3,1999,2716.4474,103225
Jay County,3,2000,2102.1818,46248
Jay County,3,2001,1971.7333,88728
Jay County,3,2002,1046.1000,20922
Jay County,4,1998,1450.7708,69637
Jay County,4,1999,2673.9833,160439
Jay County,4,2000,1650.0081,204601
Jay County,4,2001,2401.2121,79240
Jay County,4,2002,1779.6032,112115
Jeff Davis County,1,1998,2646.3462,68805
Jeff Davis County,1,1999,2301.4706,39125
Jeff Davis County,1,2000,1231.6212,81287
Jeff Davis County,1,2001,2193.0811,81144
Jeff Davis County,1,2002,2104.4615,54716
Jeff Davis County,2,1998,2579.8525,157371
Jeff Davis County,2,1999,2397.2143,100683
Jeff Davis County,2,2000,2366.6667,71000
Jeff Davis County,2,2001,2185.8684,166126
Jeff Davis County,2,2002,1939.3803,137696
Jeff Davis County,3,1998,2154.0957,202485
Jeff Davis County,3,1999,1551.9153,91563
Jeff Davis County,3,2000,2071.4203,142928
Jeff Davis County,3,2001,1859.6105,176663
Jeff Davis County,3,2002,1498.6000,97409
Jeff Davis County,4,1998,1508.6667,235352
Jeff Davis County,4,1999,1936.7801,369925
Jeff Davis County,4,2000,1888.4010,372015
Jeff Davis County,4,2001,2180.0678,128624
Jeff Davis County,4,2002,2322.8396,434371
Jefferson County,1,1998,1913.7663,941573
Jefferson County,1,1999,2114.9464,1104002
Jefferson County,1,2000,1889.4734,1456784
Jefferson County,1,2001,1946.2035,1233893
Jefferson County,1,2002,1775.1194,1515952
Jefferson County,1,2003,2366.7451,120704
Jefferson County,2,1998,1923.8703,1498695
Jefferson County,2,1999,2105.5418,1360180
Jefferson County,2,2000,1782.5993,1094516
Jefferson County,2,2001,1930.2155,1217966
Jefferson County,2,2002,1951.3338,1385447
Jefferson County,3,1998,1925.9842,1949096
Jefferson County,3,1999,1914.1096,1956220
Jefferson County,3,2000,1895.2533,1863034
Jefferson County,3,2001,1891.1914,2144611
Jefferson County,3,2002,1898.9003,2018531
Jefferson County,4,1998,1941.8903,3308981
Jefferson County,4,1999,1886.6957,3577175
Jefferson County,4,2000,1907.8993,3107968
Jefferson County,4,2001,1928.3675,3100815
Jefferson County,4,2002,1907.7089,4076774
Jefferson Davis County,1,1998,1498.4571,52446
Jefferson Davis County,1,1999,1827.8462,23762
Jefferson Davis County,1,2001,1718.0714,48106
Jefferson Davis County,1,2002,2373.1667,71195
Jefferson Davis County,2,1998,2806.0909,30867
Jefferson Davis County,2,1999,1725.9722,62135
Jefferson Davis County,2,2000,2226.5833,53438
Jefferson Davis County,2,2001,1365.3333,69632
Jefferson Davis County,2,2002,2967.2632,56378
Jefferson Davis County,3,1998,1678.4390,68816
Jefferson Davis County,3,1999,2063.5556,18572
Jefferson Davis County,3,2000,2095.9250,83837
Jefferson Davis County,3,2001,1031.1875,32998
Jefferson Davis County,3,2002,1430.5455,15736
Jefferson Davis County,4,1998,1507.5067,113063
Jefferson Davis County,4,1999,1904.6667,108566
Jefferson Davis County,4,2000,1686.8302,89402
Jefferson Davis County,4,2001,1824.1650,187889
Jefferson Davis County,4,2002,1733.3000,190663
Jefferson Davis Parish,1,1998,2279.1111,82048
Jefferson Davis Parish,1,2000,1272.2000,19083
Jefferson Davis Parish,1,2001,1695.2857,23734
Jefferson Davis Parish,1,2002,2010.8961,154839
Jefferson Davis Parish,2,1998,2732.7143,57387
Jefferson Davis Parish,2,2000,2371.9231,30835
Jefferson Davis Parish,2,2001,2501.1026,97543
Jefferson Davis Parish,2,2002,1923.5789,36548
Jefferson Davis Parish,3,1998,2649.5581,113931
Jefferson Davis Parish,3,1999,2011.7241,58340
Jefferson Davis Parish,3,2000,2138.0471,181734
Jefferson Davis Parish,3,2001,1579.5857,110571
Jefferson Davis Parish,3,2002,2016.4118,102837
Jefferson Davis Parish,4,1998,1789.0833,150283
Jefferson Davis Parish,4,1999,1821.8590,142105
Jefferson Davis Parish,4,2000,1827.3796,250351
Jefferson Davis Parish,4,2001,1917.6420,155329
Jefferson Davis Parish,4,2002,1692.5000,182790
Jefferson Parish,1,2000,1718.2703,63576
Jefferson Parish,1,2001,1401.5128,54659
Jefferson Parish,2,1999,1648.0000,23072
Jefferson Parish,2,2000,1705.9500,34119
Jefferson Parish,2,2002,1573.8889,70825
Jefferson Parish,3,1998,1894.6667,39788
Jefferson Parish,3,1999,1835.6154,47726
Jefferson Parish,3,2000,2393.5769,62233
Jefferson Parish,3,2001,2105.1600,52629
Jefferson Parish,3,2002,1627.3077,63465
Jefferson Parish,4,1998,1484.4063,95002
Jefferson Parish,4,1999,1980.4930,140615
Jefferson Parish,4,2000,2186.8068,192439
Jefferson Parish,4,2001,1478.6078,75409
Jefferson Parish,4,2002,2114.4078,217784
Jenkins County,1,1998,1825.7059,62074
Jenkins County,1,1999,1403.1053,26659
Jenkins County,1,2000,1597.4746,94251
Jenkins County,1,2001,2465.9394,81376
Jenkins County,1,2002,1704.9630,46034
Jenkins County,2,1998,2050.2553,96362
Jenkins County,2,1999,1917.5484,59444
Jenkins County,2,2001,1959.1538,25469
Jenkins County,3,1998,1963.0455,129561
Jenkins County,3,1999,1428.1014,98539
Jenkins County,3,2000,1926.5254,113665
Jenkins County,3,2001,1701.2917,81662
Jenkins County,3,2002,1676.0323,103914
Jenkins County,4,1998,2048.6250,262224
Jenkins County,4,1999,1742.7984,216107
Jenkins County,4,2000,1964.8585,208275
Jenkins County,4,2001,1229.2273,27043
Jenkins County,4,2002,1853.0235,157507
Jennings County,1,1998,945.9167,11351
Jennings County,1,1999,1174.1739,27006
Jennings County,1,2000,1693.7500,20325
Jennings County,1,2001,1623.6383,76311
Jennings County,1,2002,1074.2000,26855
Jennings County,1,2003,3143.1429,22002
Jennings County,2,1998,1911.7778,17206
Jennings County,2,1999,1520.4595,56257
Jennings County,2,2000,1707.7838,63188
Jennings County,2,2001,1182.5833,14191
Jennings County,2,2002,810.9091,8920
Jennings County,3,1998,1821.0000,20031
Jennings County,3,1999,2663.3200,66583
Jennings County,3,2000,2507.4810,198091
Jennings County,3,2001,3030.1111,27271
Jennings County,3,2002,2337.7692,30391
Jennings County,4,1998,2009.7215,158768
Jennings County,4,1999,1839.7400,91987
Jennings County,4,2000,1998.3548,61949
Jennings County,4,2001,1593.3433,106754
Jennings County,4,2002,1448.1393,176673
Jerauld County,1,1998,1018.9000,10189
Jerauld County,1,1999,2196.2125,175697
Jerauld County,1,2000,1819.5455,20015
Jerauld County,1,2001,1842.7895,70026
Jerauld County,2,1998,3305.4000,33054
Jerauld County,2,1999,2323.5417,111530
Jerauld County,2,2000,1278.5833,15343
Jerauld County,2,2001,1135.3077,29518
Jerauld County,2,2002,1424.7333,21371
Jerauld County,3,1998,1604.0417,38497
Jerauld County,3,1999,1688.2326,72594
Jerauld County,3,2000,1674.8197,102164
Jerauld County,3,2001,2360.0227,103841
Jerauld County,3,2002,1779.5000,46267
Jerauld County,4,1998,1735.5000,149253
Jerauld County,4,1999,2207.2877,161132
Jerauld County,4,2000,1580.2796,146966
Jerauld County,4,2001,2117.7833,127067
Jerauld County,4,2002,2003.9714,70139
Jerome County,1,1998,2532.0000,20256
Jerome County,1,1999,1632.0364,89762
Jerome County,1,2000,2207.2093,94910
Jerome County,1,2001,1971.7826,90702
Jerome County,1,2002,2494.0000,37410
Jerome County,2,1998,1966.6386,163231
Jerome County,2,1999,935.7273,20586
Jerome County,2,2000,1704.6667,30684
Jerome County,2,2001,2638.5000,26385
Jerome County,3,1998,1760.7368,100362
Jerome County,3,1999,1968.2759,114160
Jerome County,3,2000,2030.9773,89363
Jerome County,3,2001,2451.5897,95612
Jerome County,3,2002,1794.0000,73554
Jerome County,4,1998,1326.6500,26533
Jerome County,4,1999,1950.9390,319954
Jerome County,4,2000,2034.5196,207521
Jerome County,4,2001,1364.4211,77772
Jerome County,4,2002,1895.3672,242607
Jersey County,1,1999,1888.9211,71779
Jersey County,1,2000,1771.3077,23027
Jersey County,1,2001,1919.2500,61416
Jersey County,1,2002,2049.4375,98373
Jersey County,2,1998,2674.2727,29417
Jersey County,2,1999,1652.5938,52883
Jersey County,2,2000,2801.5556,25214
Jersey County,2,2001,1734.2692,45091
Jersey County,2,2002,1811.2941,61584
Jersey County,3,1998,2638.7292,126659
Jersey County,3,1999,1410.9583,67726
Jersey County,3,2000,1366.2917,32791
Jersey County,3,2001,2649.0909,116560
Jersey County,3,2002,2038.3182,44843
Jersey County,4,1998,2052.5195,158044
Jersey County,4,1999,1599.0217,73555
Jersey County,4,2000,1813.0667,54392
Jersey County,4,2001,3656.3125,58501
Jersey County,4,2002,1594.3016,100441
Jessamine County,1,1998,1683.8947,31994
Jessamine County,1,1999,1444.3125,23109
Jessamine County,1,2000,2197.3000,43946
Jessamine County,1,2001,1808.6154,23512
Jessamine County,1,2002,1441.2500,46120
Jessamine County,2,1998,1669.9286,46758
Jessamine County,2,1999,2184.3750,52425
Jessamine County,3,1998,1290.1071,36123
Jessamine County,3,1999,2060.3594,131863
Jessamine County,3,2000,1731.2941,29432
Jessamine County,3,2001,1784.2051,69584
Jessamine County,3,2002,2012.3030,66406
Jessamine County,4,1998,2290.5455,75588
Jessamine County,4,1999,2569.9556,115648
Jessamine County,4,2000,1579.8065,48974
Jessamine County,4,2001,1953.8983,115280
Jessamine County,4,2002,1637.1061,108049
Jewell County,1,1999,1856.0870,42690
Jewell County,1,2000,2094.2308,27225
Jewell County,1,2001,2128.4583,51083
Jewell County,1,2002,2254.4946,209668
Jewell County,2,1998,1624.1951,66592
Jewell County,2,1999,1254.0417,30097
Jewell County,2,2000,1771.6667,63780
Jewell County,2,2001,2160.9505,218256
Jewell County,2,2002,2087.4306,150295
Jewell County,3,1998,1734.7368,98880
Jewell County,3,1999,2198.6133,164896
Jewell County,3,2000,1380.0769,71764
Jewell County,3,2001,2034.2222,91540
Jewell County,3,2002,2131.0682,93767
Jewell County,4,1998,2080.0873,262091
Jewell County,4,1999,1773.5299,207503
Jewell County,4,2000,2122.6531,208020
Jewell County,4,2001,1828.9780,166437
Jewell County,4,2002,1804.6939,265290
Jim Hogg County,1,1998,1602.1333,48064
Jim Hogg County,1,1999,2273.6667,61389
Jim Hogg County,1,2000,2238.0000,17904
Jim Hogg County,1,2001,1126.0377,59680
Jim Hogg County,1,2002,2454.0000,85890
Jim Hogg County,1,2003,914.8000,13722
Jim Hogg County,2,1998,1854.4737,35235
Jim Hogg County,2,1999,1861.7500,14894
Jim Hogg County,2,2000,956.0714,13385
Jim Hogg County,2,2001,1840.5510,90187
Jim Hogg County,2,2002,1172.6667,21108
Jim Hogg County,3,1998,1672.5000,83625
Jim Hogg County,3,1999,2123.7538,138044
Jim Hogg County,3,2000,1689.6429,118275
Jim Hogg County,3,2001,1755.9574,82530
Jim Hogg County,3,2002,1839.0351,104825
Jim Hogg County,4,1998,1591.1778,143206
Jim Hogg County,4,1999,1798.0000,284084
Jim Hogg County,4,2000,1889.9063,181431
Jim Hogg County,4,2001,2031.6622,150343
