c_customer_sk,avg(ss_quantity),avg(ss_sales_price),sum(ss_quantity),sum(ss_sales_price)
47134,55.09375,40.4688,1763,1295
47135,63.714285714285715,45.5714,892,638
47136,52.65625,36.4688,1685,1167
47137,52.57142857142857,31.7857,736,445
47138,48.78125,32.6250,1561,1044
47139,57.1,49.4000,571,494
47140,43.69565217391305,32.5000,2010,1495
47141,60.054054054054056,46.0000,2222,1702
47142,60.4,23.6000,604,236
47143,57.375,30.4583,1377,731
47144,57.5,40.2857,805,564
47145,55.57575757575758,38.2727,1834,1263
47146,51.303030303030305,40.1212,1693,1324
47148,53.97222222222222,32.0000,1943,1152
47149,34.3,44.1000,343,441
47150,45.833333333333336,32.8889,825,592
47151,45.48,37.1600,1137,929
47153,58.130434782608695,46.9565,1337,1080
47155,57.78378378378378,41.5946,2138,1539
47156,47.714285714285715,51.4643,1336,1441
47157,51.25,47.4167,615,569
47158,52.55882352941177,36.3529,1787,1236
47160,29.2,30.7200,730,768
47161,51.21875,37.1250,1639,1188
47162,48.44444444444444,51.7111,2180,2327
47163,51.8421052631579,46.4211,1970,1764
47165,50.166666666666664,35.5333,1505,1066
47166,54.85294117647059,27.4118,1865,932
47167,51.6578947368421,31.3421,1963,1191
47168,45.09090909090909,47.7727,992,1051
47169,54.53846153846154,47.1923,1418,1227
47170,53.51162790697674,35.8837,2301,1543
47171,47.916666666666664,30.9167,1150,742
47172,46.608695652173914,44.1739,1072,1016
47173,46.8,26.0000,468,260
47175,53.31428571428572,38.8571,1866,1360
47177,57.3125,38.9375,917,623
47178,61.6,35.1000,616,351
47179,48.52459016393443,37.3934,2960,2281
47180,52.30909090909091,35.4545,2877,1950
47182,54.63157894736842,28.8421,1038,548
47183,50.05,52.1000,1001,1042
47184,57.19230769230769,39.3077,1487,1022
47185,53.4375,40.7292,2565,1955
47186,50.06666666666667,49.5333,751,743
47187,64.71428571428571,27.3333,1359,574
47188,38.15384615384615,26.8462,496,349
47189,44.714285714285715,33.3143,1565,1166
47190,59.84615384615385,40.4615,778,526
47191,46.95238095238095,32.1429,986,675
47192,55.29032258064516,41.7097,1714,1293
47193,49.28947368421053,41.6579,1873,1583
47194,47.51282051282051,37.0000,1853,1443
47195,32.25,27.5000,258,220
47196,47.42857142857143,12.1429,332,85
47197,52.869565217391305,41.5652,1216,956
47198,44.07142857142857,25.4286,617,356
47199,50.6551724137931,42.2069,1469,1224
47200,61.54347826086956,36.6739,2831,1687
47201,51.44117647058823,34.1471,1749,1161
47202,51.05555555555556,26.0000,919,468
47203,54.95,38.1000,1099,762
47204,47.59090909090909,32.9545,1047,725
47205,54.37837837837838,38.8108,2012,1436
47206,50.15,33.9000,1003,678
47207,47.410714285714285,36.7321,2655,2057
47208,54.20634920634921,36.9206,3415,2326
47211,48.77272727272727,36.3182,1073,799
47212,55.875,42.1250,1788,1348
47213,43.535714285714285,38.9286,1219,1090
47214,28.7,36.6000,287,366
47215,53.945945945945944,33.1622,1996,1227
47216,42.5,43.5000,340,348
47217,50.23809523809524,41.0000,1055,861
47218,47.285714285714285,42.3810,993,890
47219,55.25925925925926,35.8889,1492,969
47220,59.75757575757576,44.4848,1972,1468
47221,47.96666666666667,35.7000,2878,2142
47222,49.666666666666664,31.8718,1937,1243
47223,51.61904761904762,41.9524,1084,881
47224,54.10344827586207,36.7931,1569,1067
47225,56.904761904761905,43.8095,1195,920
47226,53.666666666666664,38.8939,3542,2567
47227,61.833333333333336,31.1429,2597,1308
47228,37.285714285714285,46.0000,261,322
47230,47.152542372881356,30.5424,2782,1802
47231,47.79245283018868,35.5660,2533,1885
47232,42.84615384615385,24.5385,557,319
47233,53.30434782608695,38.7391,1226,891
47234,55.63636363636363,22.8182,612,251
47235,66.125,38.2500,529,306
47236,48.32,49.8800,1208,1247
47237,44.644444444444446,25.0444,2009,1127
47238,51.40384615384615,34.0192,2673,1769
47240,48.84782608695652,38.5000,2247,1771
47241,45.81818181818182,55.9091,504,615
47242,48.285714285714285,43.9286,676,615
47243,40.94117647058823,32.4118,696,551
47244,43.689655172413794,42.6897,1267,1238
47245,49.75,35.9167,597,431
47246,48.357142857142854,33.3571,677,467
47247,45.44,38.7200,1136,968
47248,45.370370370370374,43.3704,1225,1171
47249,33.92307692307692,49.6923,441,646
47250,46.785714285714285,40.0714,655,561
47251,48.62222222222222,39.6667,2188,1785
47252,56.142857142857146,51.4286,786,720
47254,46.42307692307692,33.0769,1207,860
47255,47.23684210526316,35.7632,1795,1359
47257,50.53846153846154,37.6923,657,490
47258,49.19047619047619,25.5238,1033,536
47259,53.45,26.5000,1069,530
47261,52.30769230769231,32.6410,2040,1273
47262,50.06666666666667,47.1333,751,707
47264,57.26086956521739,45.0870,2634,2074
47265,47.63636363636363,22.2727,524,245
47266,44.40909090909091,34.7273,977,764
47267,55.048780487804876,31.0244,2257,1272
47268,56.56818181818182,36.4545,2489,1604
47269,54.5,38.5833,1308,926
47270,55.1,34.5000,1102,690
47271,48.04,29.8800,1201,747
47272,50.34615384615385,33.3077,1309,866
47273,45.642857142857146,25.7143,639,360
47274,46.86440677966102,27.9661,2765,1650
47275,34.5,30.5000,276,244
47276,52.56,29.6000,1314,740
47277,45.52173913043478,21.0000,1047,483
47278,53.38181818181818,41.0909,2936,2260
47279,56.39622641509434,41.3962,2989,2194
47280,42.432432432432435,32.8108,1570,1214
47282,44.857142857142854,30.6429,628,429
47283,69.33333333333333,49.0833,832,589
47284,53.65217391304348,33.5217,1234,771
47285,51.2463768115942,32.1884,3536,2221
47286,64.4,36.5000,644,365
47287,50.88235294117647,39.4118,2595,2010
47288,51.92,34.8400,1298,871
47289,53.86666666666667,31.9333,808,479
47290,45.86666666666667,53.5333,688,803
47291,56.4,40.1429,1974,1405
47292,59.266666666666666,41.0000,889,615
47293,62.34285714285714,43.0000,2182,1505
47294,64.375,31.2500,515,250
47295,50.31578947368421,32.6053,1912,1239
47296,47.21951219512195,39.3171,1936,1612
47297,48.96153846153846,45.1154,1273,1173
47298,56.142857142857146,37.1786,1572,1041
47299,49.08974358974359,39.7436,3829,3100
47300,47.8125,26.1875,765,419
47302,44.63333333333333,53.7333,1339,1612
47303,48.333333333333336,32.8611,1740,1183
47306,48.46296296296296,37.4630,2617,2023
47307,55.63265306122449,34.5306,2726,1692
47308,55.06896551724138,32.1379,1597,932
47309,43.63333333333333,37.3000,1309,1119
47310,52.220338983050844,37.4068,3081,2207
47311,49.97435897435897,42.5385,1949,1659
47312,50.714285714285715,34.2321,2840,1917
47313,47.08,35.8800,1177,897
47314,60.42857142857143,35.2857,423,247
47315,54.1578947368421,41.6316,1029,791
47316,53.34782608695652,36.0652,2454,1659
47317,53.28947368421053,45.5000,2025,1729
47318,47.285714285714285,42.2857,3310,2960
47319,47.142857142857146,30.4286,660,426
47320,49.46666666666667,37.1333,742,557
47321,47.27450980392157,31.6863,2411,1616
47322,54.17857142857143,37.8214,1517,1059
47323,57.21739130434783,46.7826,1316,1076
47324,56.285714285714285,48.0000,788,672
47325,50.333333333333336,42.4242,1661,1400
47326,61.083333333333336,46.3333,733,556
47327,59.166666666666664,38.6667,1420,928
47328,50.32,38.9600,2516,1948
47329,50.642857142857146,47.0714,1418,1318
47331,48.125,43.4375,770,695
47332,47.48,38.3600,2374,1918
47333,58.48529411764706,32.6176,3977,2218
47334,53.827586206896555,38.8621,1561,1127
47335,56.34,34.7800,2817,1739
47336,57.8421052631579,35.7895,1099,680
47337,41.15384615384615,36.7308,1070,955
47338,51.0,36.9091,1122,812
47339,45.206896551724135,36.5517,1311,1060
47340,51.02040816326531,40.9796,2500,2008
47341,37.0,38.2308,481,497
47342,47.27272727272727,35.5152,1560,1172
47343,50.36363636363637,31.2727,554,344
47344,58.0,33.0000,464,264
47345,52.69230769230769,41.5385,685,540
47346,56.48,48.2600,2824,2413
47347,52.45161290322581,29.1290,1626,903
47348,48.35,25.6000,967,512
47349,51.7,41.1000,3619,2877
47350,63.833333333333336,47.0000,383,282
47351,58.18181818181818,32.1818,640,354
47352,70.5,29.7500,564,238
47353,52.69767441860465,31.1395,2266,1339
47354,49.75471698113208,38.4528,2637,2038
47355,47.78947368421053,36.3684,908,691
47356,45.875,43.6875,734,699
47357,53.97222222222222,41.0000,1943,1476
47358,57.83783783783784,37.6216,2140,1392
47359,43.625,34.1667,1047,820
47360,48.36842105263158,36.0263,1838,1369
47361,58.05555555555556,47.5000,1045,855
47362,60.666666666666664,34.0833,728,409
47363,46.27272727272727,36.6364,509,403
47364,53.785714285714285,31.4286,753,440
47365,51.25,44.3571,1435,1242
47366,43.733333333333334,20.0667,656,301
47368,43.083333333333336,39.7500,517,477
47369,52.45283018867924,44.1887,2780,2342
47371,52.265306122448976,36.6531,2561,1796
47372,69.375,38.2500,555,306
47373,60.375,28.1250,483,225
47374,53.679245283018865,45.4528,2845,2409
47375,53.0,25.3333,477,228
47376,43.95652173913044,36.4348,1011,838
47377,50.93877551020408,33.0408,2496,1619
47378,58.83870967741935,29.0323,1824,900
47379,48.9,49.6500,978,993
47380,36.21621621621622,23.6486,1340,875
47382,48.96153846153846,29.7692,1273,774
47383,50.26315789473684,35.2368,1910,1339
47384,56.89473684210526,44.6842,1081,849
47385,62.08571428571429,36.6000,2173,1281
47386,50.903225806451616,32.4194,1578,1005
47387,57.285714285714285,31.5429,2005,1104
47388,51.05882352941177,34.0392,2604,1736
47389,43.18181818181818,55.4545,475,610
47390,46.297872340425535,34.8723,2176,1639
47391,50.0,65.3750,400,523
47392,39.18181818181818,55.1818,431,607
47393,34.36363636363637,48.5455,378,534
47395,49.421052631578945,40.3333,2817,2299
47396,50.08888888888889,28.7556,2254,1294
47398,57.18518518518518,34.7407,1544,938
47399,60.285714285714285,42.1429,422,295
47400,47.96,34.1200,1199,853
47401,56.21739130434783,37.0870,1293,853
47402,53.50909090909091,36.9091,2943,2030
47403,52.16326530612245,39.4898,2556,1935
47404,52.6551724137931,29.1207,3054,1689
47405,54.26190476190476,40.7857,2279,1713
47408,57.2,36.4200,2860,1821
47411,51.63793103448276,47.2414,2995,2740
47412,49.0,36.4545,539,401
47413,29.75,61.1250,238,489
47414,54.166666666666664,23.7500,650,285
47415,49.666666666666664,29.7949,1937,1162
47416,55.34,42.4200,2767,2121
47418,35.45,36.3000,709,726
47419,53.72,41.8400,1343,1046
47420,44.625,33.3750,357,267
47421,50.48888888888889,37.7111,2272,1697
47422,58.104166666666664,33.5833,2789,1612
47423,56.23076923076923,29.8462,731,388
47424,47.74418604651163,42.6744,2053,1835
47425,46.3,39.6250,1852,1585
47426,54.666666666666664,37.8889,492,341
47427,57.810810810810814,27.5405,2139,1019
47428,61.714285714285715,32.2857,864,452
47429,52.96,39.4400,1324,986
47430,54.4,39.0000,816,585
47431,61.875,36.2083,1485,869
47432,67.0,66.0000,804,792
47433,46.458333333333336,42.6667,2230,2048
47434,50.55102040816327,39.2449,2477,1923
47435,52.76470588235294,34.3824,1794,1169
47436,42.25,31.1667,1014,748
47437,40.666666666666664,63.0000,488,756
47438,48.36363636363637,37.5909,2128,1654
47440,52.0,32.7778,468,295
47441,40.333333333333336,21.9167,484,263
47442,57.266666666666666,45.7333,859,686
47443,49.08695652173913,43.2609,1129,995
47444,44.55555555555556,43.9444,802,791
47445,57.1025641025641,44.6923,2227,1743
47446,55.44444444444444,40.8333,998,735
47447,51.411764705882355,31.6471,874,538
47448,49.40350877192982,36.4912,2816,2080
47449,58.775,30.8500,2351,1234
47450,47.42307692307692,33.4615,1233,870
47451,48.63636363636363,37.2727,1605,1230
47452,46.22222222222222,40.6389,1664,1463
47453,55.24285714285714,36.7429,3867,2572
47454,43.23529411764706,46.1176,735,784
47455,55.411764705882355,36.2059,1884,1231
47456,36.125,59.5000,289,476
47457,44.36,35.1400,2218,1757
47458,55.76923076923077,37.3077,725,485
47460,51.05882352941177,27.1176,868,461
47461,64.77272727272727,33.5455,1425,738
47462,47.13636363636363,40.8182,1037,898
47463,55.03333333333333,29.6333,1651,889
47464,53.111111111111114,37.5238,3346,2364
47466,39.416666666666664,32.7500,473,393
47467,59.0,25.6000,590,256
47468,48.06666666666667,36.5333,1442,1096
47469,61.75,42.2222,2223,1520
47470,65.0,32.6250,520,261
47471,58.6,41.9333,1758,1258
47472,53.26086956521739,37.4130,2450,1721
47473,49.53846153846154,21.0769,644,274
47474,46.90909090909091,36.0455,1032,793
47475,53.0,35.5714,742,498
47476,45.36363636363637,28.5455,499,314
47477,71.33333333333333,24.8667,1070,373
47478,48.104166666666664,34.7083,2309,1666
47479,45.125,48.1250,361,385
47480,52.44897959183673,35.9592,2570,1762
47481,46.05,47.0500,921,941
47482,60.75,42.0556,2187,1514
47483,56.48,36.9000,2824,1845
47484,38.375,48.7500,307,390
47485,49.891304347826086,38.6304,2295,1777
47487,43.6,37.3000,436,373
47488,43.142857142857146,17.4286,302,122
47489,42.56,32.3600,1064,809
47490,50.6,43.4000,1265,1085
47491,52.608695652173914,32.2174,1210,741
47492,48.375,42.3333,3483,3048
47494,41.65217391304348,52.4783,958,1207
47495,68.6,29.6000,686,296
47496,46.9,39.0500,938,781
47497,56.44736842105263,37.0263,2145,1407
47499,63.0,36.9500,1260,739
47500,60.5,38.5000,363,231
47501,45.82608695652174,56.6522,1054,1303
47503,52.888888888888886,31.6250,3808,2277
47504,52.2,33.9600,1305,849
47505,50.833333333333336,44.5000,305,267
47506,44.142857142857146,40.6667,927,854
47507,51.87096774193548,36.7419,1608,1139
47508,61.44444444444444,57.5556,553,518
47509,47.529411764705884,27.9412,808,475
47510,46.77272727272727,36.7727,1029,809
47511,54.92857142857143,41.7857,1538,1170
47513,54.02272727272727,40.9773,2377,1803
47514,54.523809523809526,40.9524,1145,860
47515,33.888888888888886,38.3333,610,690
47516,48.875,31.2500,1564,1000
47517,46.8,27.7143,1638,970
47518,42.44444444444444,46.1111,382,415
47519,57.861111111111114,31.4167,2083,1131
47520,47.61538461538461,38.0769,619,495
47521,43.733333333333334,35.4667,656,532
47522,44.15151515151515,39.3939,1457,1300
47523,57.583333333333336,33.8333,691,406
47524,51.40425531914894,32.7021,2416,1537
47525,47.09756097560975,40.3171,1931,1653
47526,52.16,41.7200,1304,1043
47527,48.517857142857146,36.0536,2717,2019
47528,50.729729729729726,39.4324,1877,1459
47529,50.648648648648646,39.2432,3748,2904
47530,54.44444444444444,56.5556,490,509
47531,52.56410256410256,42.7179,2050,1666
47532,51.48275862068966,48.1724,1493,1397
47533,47.65384615384615,41.0000,1239,1066
47534,46.04761904761905,41.9048,967,880
47535,43.44444444444444,45.4444,1955,2045
47536,46.08108108108108,39.5405,1705,1463
47538,49.878787878787875,34.1818,1646,1128
47539,50.078947368421055,42.1053,1903,1600
47540,47.3,20.2000,473,202
47541,53.28260869565217,31.8696,2451,1466
47542,56.857142857142854,38.9048,1194,817
47543,48.52054794520548,32.3151,3542,2359
47544,54.125,43.8750,1299,1053
47545,48.25,33.9583,2316,1630
47546,38.793103448275865,36.2414,1125,1051
47547,55.074074074074076,48.2963,1487,1304
47548,50.73684210526316,45.7632,1928,1739
47549,50.76190476190476,47.1429,1066,990
47550,52.0,47.9167,1248,1150
47551,66.75,22.2857,1869,624
47552,51.25,41.6500,1025,833
47553,51.78260869565217,42.1304,1191,969
47554,47.95918367346939,36.4286,2350,1785
47555,49.15384615384615,36.0769,2556,1876
47556,60.96153846153846,42.4231,1585,1103
47557,47.310344827586206,31.5517,1372,915
47558,52.208333333333336,42.7917,1253,1027
47559,61.63636363636363,47.8182,678,526
47560,42.294117647058826,41.4706,719,705
47561,51.535714285714285,36.2143,1443,1014
47562,51.09090909090909,42.6364,562,469
47564,53.875,38.9583,1293,935
47565,44.77777777777778,35.0741,1209,947
47566,48.05263157894737,41.4737,1826,1576
47567,44.464285714285715,26.6429,1245,746
47568,56.078947368421055,48.8947,2131,1858
47569,55.2,41.1429,1932,1440
47570,51.2,47.1000,512,471
47571,40.172413793103445,42.2069,1165,1224
47572,45.56521739130435,29.0000,1048,667
47573,55.09090909090909,41.5758,1818,1372
47574,45.142857142857146,28.7143,316,201
47575,38.76315789473684,40.0000,1473,1520
47577,42.0,47.3600,1050,1184
47578,56.19047619047619,26.8095,1180,563
47579,52.44,35.8400,1311,896
47580,47.523809523809526,38.5714,998,810
47581,52.42857142857143,21.2143,734,297
47582,59.583333333333336,55.0417,1430,1321
47583,47.285714285714285,39.0000,662,546
47584,55.55555555555556,39.3889,1000,709
47586,52.0,35.9286,1456,1006
47587,54.904761904761905,44.8095,1153,941
47588,59.666666666666664,42.8333,358,257
47589,52.148148148148145,36.4444,1408,984
47590,43.2,31.4500,864,629
47591,43.9,32.3500,878,647
47592,46.208333333333336,27.3750,1109,657
47593,47.03030303030303,37.2727,1552,1230
47594,54.25925925925926,41.0000,1465,1107
47595,54.06666666666667,28.7667,1622,863
47596,55.04347826086956,39.5217,1266,909
47597,51.46153846153846,32.3846,1338,842
47598,57.56521739130435,39.0435,1324,898
47599,66.85714285714286,33.4286,468,234
47600,49.320754716981135,33.8302,2614,1793
47601,41.785714285714285,44.2143,585,619
47602,54.04255319148936,39.8298,2540,1872
47603,46.72727272727273,46.2121,1542,1525
47604,67.36363636363636,56.1818,741,618
47605,37.89655172413793,42.4138,1099,1230
47606,46.625,45.6250,373,365
47607,53.310810810810814,31.2703,3945,2314
47608,54.208333333333336,52.9583,1301,1271
47609,43.8421052631579,41.3158,833,785
47610,50.95,24.5500,1019,491
47612,44.25925925925926,37.7778,1195,1020
47614,54.02857142857143,42.8286,1891,1499
47615,50.0,38.0000,350,266
47616,55.3,39.4750,2212,1579
47617,47.5,53.1667,570,638
47618,55.857142857142854,46.0238,2346,1933
47620,56.21739130434783,34.4348,1293,792
47621,56.285714285714285,37.5714,2364,1578
47622,53.78260869565217,47.3043,1237,1088
47623,45.125,33.5000,1805,1340
47624,50.3,42.3500,1006,847
47625,56.05882352941177,42.4118,953,721
47626,52.094339622641506,33.8491,2761,1794
47627,54.59090909090909,31.8182,1201,700
47628,64.93333333333334,37.0667,974,556
47629,54.578947368421055,43.7895,2074,1664
47630,41.92857142857143,38.0000,1174,1064
47631,47.65853658536585,29.7073,1954,1218
47632,55.69642857142857,41.5714,3119,2328
47633,44.36842105263158,38.1053,843,724
47634,45.0,16.6250,360,133
47635,62.714285714285715,40.3571,878,565
47636,42.22222222222222,19.7778,380,178
47637,47.285714285714285,46.7143,331,327
47639,59.10526315789474,29.7368,1123,565
47640,39.642857142857146,33.9643,1110,951
47641,55.583333333333336,33.2500,667,399
47642,42.104166666666664,38.6458,2021,1855
47643,50.4375,41.8438,3228,2678
47644,51.55,49.0500,1031,981
47645,54.15217391304348,41.7391,2491,1920
47646,50.348837209302324,37.7442,2165,1623
47647,48.05769230769231,34.9038,4998,3630
47648,54.77272727272727,42.9545,1205,945
47649,41.166666666666664,43.6667,1482,1572
47651,51.577777777777776,28.4222,2321,1279
47652,51.705882352941174,36.5294,879,621
47653,51.04545454545455,40.6364,1123,894
47654,52.2,39.2333,1566,1177
47655,63.3,53.8000,633,538
47656,47.27272727272727,58.3636,520,642
47657,63.31578947368421,51.4737,1203,978
47658,45.958333333333336,42.0000,1103,1008
47660,56.392857142857146,39.5357,1579,1107
47661,50.85,43.3500,1017,867
47663,51.63636363636363,43.9091,568,483
47664,43.38461538461539,29.5385,1128,768
47665,49.15625,34.9688,1573,1119
47666,50.44444444444444,39.6667,1362,1071
47667,62.18181818181818,46.4545,684,511
47668,42.0,22.3750,336,179
47669,45.142857142857146,48.9048,1896,2054
47670,49.375,45.0000,395,360
47671,59.26923076923077,47.8846,1541,1245
47672,56.583333333333336,50.5833,1358,1214
47674,51.69444444444444,36.0000,1861,1296
47675,53.93846153846154,41.3538,3506,2688
47676,57.875,23.2500,463,186
47677,47.107142857142854,32.8571,1319,920
47678,38.5,46.4643,1078,1301
47680,42.61904761904762,33.9048,895,712
47681,45.64705882352941,32.7647,776,557
47682,52.85,42.3500,1057,847
47683,53.2,30.0333,1596,901
47684,65.375,39.2500,523,314
47685,59.18421052631579,44.9474,2249,1708
47686,48.883720930232556,44.7907,2102,1926
47687,54.89090909090909,38.4545,3019,2115
47688,49.625,37.5833,1191,902
47689,49.77777777777778,30.3333,448,273
47690,55.63636363636363,39.3636,1224,866
47691,56.625,31.2500,906,500
47692,59.21052631578947,35.9211,2250,1365
47693,56.46153846153846,40.5769,1468,1055
47694,46.1,29.2500,922,585
47695,54.97674418604651,40.3488,2364,1735
47697,43.22857142857143,40.4286,1513,1415
47698,58.54545454545455,41.1818,644,453
47699,50.64102564102564,27.9487,1975,1090
47700,38.4,36.9600,960,924
47701,45.07142857142857,30.4286,631,426
47702,58.2,40.1000,582,401
47703,54.91304347826087,43.3043,1263,996
47704,52.285714285714285,38.7857,732,543
47705,47.9080459770115,32.4138,4168,2820
47706,35.857142857142854,28.5714,251,200
47707,44.76190476190476,40.1905,940,844
47708,50.40625,49.6563,1613,1589
47709,51.0,36.0303,1683,1189
47710,52.94736842105263,43.8421,1006,833
47711,49.233333333333334,38.2000,1477,1146
47712,51.0,40.6154,663,528
47713,51.125,35.6667,1227,856
47714,47.733333333333334,37.3333,1432,1120
47715,47.91304347826087,31.5652,1102,726
47716,50.55555555555556,43.3333,910,780
47717,47.285714285714285,38.4286,662,538
47718,59.23529411764706,35.1765,1007,598
47719,46.25,35.9500,925,719
47720,58.904761904761905,52.3333,1237,1099
47721,51.25581395348837,43.2791,2204,1861
47722,56.666666666666664,39.5152,3740,2608
47723,47.27272727272727,30.9091,520,340
47724,49.25,43.6389,1773,1571
47725,47.608695652173914,42.8261,1095,985
47726,58.7,23.5000,587,235
47727,49.0,46.3182,2156,2038
47728,47.607142857142854,42.2500,1333,1183
47729,52.0,26.0541,1924,964
47730,48.18181818181818,41.6818,2120,1834
47731,39.0,40.2857,819,846
47732,42.3125,46.6250,677,746
47733,48.509433962264154,43.1887,2571,2289
47734,49.04545454545455,36.1364,1079,795
47735,71.375,40.9375,1142,655
47736,51.7125,35.8500,4137,2868
47737,30.636363636363637,48.2727,337,531
47738,46.86153846153846,40.0308,3046,2602
47739,48.4,37.1000,484,371
47741,50.833333333333336,38.0625,2440,1827
47742,56.86046511627907,32.6047,2445,1402
47743,41.8,38.7000,418,387
47744,48.625,42.6250,389,341
47745,53.0,33.7143,371,236
47746,57.69230769230769,31.9231,750,415
47747,44.791666666666664,32.7083,1075,785
47748,55.392857142857146,32.5000,1551,910
47749,52.80769230769231,32.3846,1373,842
47750,28.46153846153846,31.2308,370,406
47751,47.5,41.8571,1995,1758
47752,47.166666666666664,34.7222,1698,1250
47753,45.0,32.5763,2655,1922
47754,48.0,43.6111,1728,1570
47755,50.888888888888886,40.3333,916,726
47756,56.08510638297872,47.7447,2636,2244
47757,49.96969696969697,46.5152,1649,1535
47758,45.31818181818182,41.0909,997,904
47759,46.04545454545455,39.2500,2026,1727
47760,52.86538461538461,28.3077,2749,1472
47761,51.125,40.1250,818,642
47762,50.513513513513516,34.5405,1869,1278
47763,53.5,32.5000,963,585
47764,58.27272727272727,38.3636,641,422
47765,52.5,41.9286,1470,1174
47766,46.885714285714286,39.3143,1641,1376
47767,57.05263157894737,47.1053,1084,895
47768,56.47540983606557,30.4754,3445,1859
47769,49.39473684210526,33.7632,1877,1283
47770,50.476190476190474,38.8095,1060,815
47772,43.73913043478261,39.0435,1006,898
47773,53.58064516129032,42.1290,1661,1306
47774,42.45161290322581,34.8387,1316,1080
47775,42.75,45.7500,1026,1098
47776,51.31818181818182,40.6364,1129,894
47777,41.642857142857146,39.6429,583,555
47778,47.18867924528302,37.6604,2501,1996
47779,51.63636363636363,34.7879,1704,1148
47780,44.97727272727273,46.7273,1979,2056
47781,54.42857142857143,39.6429,3810,2775
47782,61.48,40.3600,1537,1009
47783,43.083333333333336,28.0000,517,336
47784,51.91489361702128,39.2553,2440,1845
47785,49.1,34.8000,982,696
47786,45.36363636363637,17.0909,499,188
47787,53.10909090909091,38.4182,2921,2113
47788,46.78260869565217,35.9565,1076,827
47789,51.30434782608695,40.8696,1180,940
47790,56.67142857142857,39.2286,3967,2746
47791,41.90909090909091,41.6364,461,458
47792,59.049180327868854,39.9180,3602,2435
47794,43.875,56.5000,351,452
47795,56.55882352941177,31.0588,1923,1056
47796,65.13333333333334,30.2667,977,454
47797,51.5,35.0000,927,630
47798,48.56666666666667,31.7667,1457,953
47799,49.3235294117647,24.5882,1677,836
47800,46.125,50.1250,369,401
47801,55.04347826086956,32.5652,1266,749
47803,46.214285714285715,39.4286,647,552
47804,49.27906976744186,41.1628,2119,1770
47805,52.91891891891892,31.1892,1958,1154
47807,39.588235294117645,29.4118,673,500
47808,55.8974358974359,32.6667,2180,1274
47809,49.81818181818182,28.4545,548,313
47811,47.06666666666667,32.6667,1412,980
47812,44.42857142857143,24.7857,622,347
47813,44.264150943396224,42.5660,2346,2256
47814,50.5,21.1250,404,169
47815,47.693548387096776,40.3065,2957,2499
47816,59.05882352941177,39.0000,2008,1326
47817,47.67391304347826,38.8696,2193,1788
47818,52.38095238095238,32.8095,1100,689
47819,50.6875,33.9063,1622,1085
47820,47.18181818181818,38.6364,519,425
47821,46.333333333333336,57.4444,417,517
47822,47.1875,36.7813,1510,1177
47824,35.714285714285715,21.1429,250,148
47825,51.319148936170215,41.1489,2412,1934
47827,56.5,43.0000,339,258
47828,53.642857142857146,42.3571,751,593
47829,54.45652173913044,35.7609,2505,1645
47830,54.5,32.9063,1744,1053
47831,49.375,50.2500,395,402
47832,52.0,38.9394,1716,1285
47834,29.555555555555557,50.4444,266,454
47836,59.47826086956522,30.4783,1368,701
47837,51.35294117647059,39.5294,873,672
47838,44.88461538461539,43.7308,1167,1137
47839,50.361111111111114,38.0833,1813,1371
47841,45.30555555555556,39.6389,1631,1427
47842,43.325,42.2250,1733,1689
47844,48.0188679245283,33.9245,2545,1798
47845,48.2,29.9000,482,299
47846,47.18181818181818,42.8182,519,471
47847,41.75,37.1250,334,297
47849,56.90909090909091,33.4091,2504,1470
47850,44.520833333333336,34.5417,2137,1658
47852,57.0655737704918,36.8033,3481,2245
47853,49.38461538461539,26.9231,642,350
47854,55.4,39.9500,1108,799
47855,46.9,63.6000,469,636
47856,44.31818181818182,47.8182,975,1052
47857,32.916666666666664,41.7500,395,501
47858,45.5,34.7500,364,278
47859,55.625,46.4750,2225,1859
47860,53.53846153846154,44.4808,2784,2313
47861,51.8,33.5000,1036,670
47862,47.6875,33.0000,1526,1056
47863,62.06666666666667,21.5333,931,323
47864,51.42857142857143,39.0952,1080,821
47865,57.916666666666664,41.0417,1390,985
47867,40.651162790697676,41.3023,1748,1776
47868,44.1,20.5000,441,205
47869,51.5,54.8333,618,658
47871,49.63636363636363,39.0909,546,430
47872,48.68,50.0400,1217,1251
47873,58.48148148148148,40.2222,1579,1086
47874,48.61538461538461,37.3077,632,485
47875,40.5,31.8750,324,255
47876,65.5,41.2500,524,330
47877,46.0,36.8750,368,295
47878,47.68571428571428,40.5429,1669,1419
47879,43.138888888888886,34.5278,1553,1243
47880,44.45238095238095,53.5238,1867,2248
47881,45.666666666666664,33.9583,2192,1630
47882,55.08695652173913,35.5217,1267,817
47883,35.75,32.6250,286,261
47884,48.61764705882353,45.8529,1653,1559
47885,44.78947368421053,33.3684,2553,1902
47886,45.642857142857146,60.0714,639,841
47887,52.4,32.5333,3144,1952
47888,47.19230769230769,41.6923,1227,1084
47889,51.916666666666664,37.7500,1869,1359
47890,32.285714285714285,45.5714,226,319
47891,42.666666666666664,45.5556,384,410
47892,45.1875,39.3125,723,629
47893,47.916666666666664,33.0000,1725,1188
47894,55.0,38.8367,2695,1903
47895,46.7,35.2000,467,352
47896,50.794871794871796,33.8974,1981,1322
47897,41.90909090909091,25.5455,461,281
47899,51.75757575757576,41.4848,1708,1369
