ws_sold_date_sk,d_day_name,avg(ws_sales_price),sum(ws_sales_price)
2452459,Wednesday,52.4812,13960
2452460,Thursday,51.9971,18095
2452461,Friday,54.4141,10774
2452462,Saturday,54.4353,9254
2452463,Sunday,53.4167,12179
2452464,Monday,55.5217,12770
2452465,Tuesday,49.0062,7939
2452466,Wednesday,57.8858,12677
2452467,Thursday,53.7324,11445
2452468,Friday,52.5342,15340
2452469,Saturday,55.4780,10097
2452470,Sunday,54.3887,13434
2452471,Monday,49.5148,8368
2452472,Tuesday,54.6526,11641
2452473,Wednesday,51.2875,12309
2452474,Thursday,49.0000,13230
2452475,Friday,47.6087,7665
2452476,Saturday,44.1716,7465
2452477,Sunday,48.4325,12205
2452478,Monday,46.3755,11733
2452479,Tuesday,50.4378,10945
2452480,Wednesday,51.2539,9892
2452481,Thursday,53.2172,10537
2452482,Friday,52.0565,11973
2452483,Saturday,52.7356,10969
2452484,Sunday,53.8810,11315
2452485,Monday,58.9060,8777
2452486,Tuesday,47.6027,10425
2452487,Wednesday,53.4806,11017
2452488,Thursday,50.2727,8848
2452489,Friday,49.8512,12064
2452490,Saturday,52.2443,25025
2452491,Sunday,50.1431,26626
2452492,Monday,51.2942,30161
2452493,Tuesday,50.0616,27634
2452494,Wednesday,47.5815,31832
2452495,Thursday,51.2281,19313
2452496,Friday,51.1991,23910
2452497,Saturday,50.3509,28700
2452498,Sunday,50.1050,22898
2452499,Monday,51.8301,21665
2452500,Tuesday,49.3557,30107
2452501,Wednesday,52.0874,25627
2452502,Thursday,47.5535,31100
2452503,Friday,51.4208,22728
2452504,Saturday,50.3482,19233
2452505,Sunday,53.6243,29976
2452506,Monday,48.8983,22591
2452507,Tuesday,50.3193,22694
2452508,Wednesday,51.2894,23747
2452509,Thursday,49.2287,20233
2452510,Friday,49.6655,29551
2452511,Saturday,52.2447,24555
2452512,Sunday,48.7019,17971
2452513,Monday,52.8210,27150
2452514,Tuesday,52.8078,31051
2452515,Wednesday,50.9031,28353
2452516,Thursday,54.9676,27154
2452517,Friday,49.8887,23298
2452518,Saturday,49.4661,29927
2452519,Sunday,51.4039,26473
2452520,Monday,52.6099,20097
2452521,Tuesday,52.5632,22865
2452522,Wednesday,52.1479,34209
2452523,Thursday,47.7938,24805
2452524,Friday,56.8039,23460
2452525,Saturday,49.7210,22275
2452526,Sunday,52.9365,31656
2452527,Monday,52.9094,33280
2452528,Tuesday,47.9278,25881
2452529,Wednesday,48.6595,18150
2452530,Thursday,49.2562,25958
2452531,Friday,49.0494,26830
2452532,Saturday,49.9782,20641
2452533,Sunday,53.3120,26656
2452534,Monday,52.6218,32415
2452535,Tuesday,52.4714,32060
2452536,Wednesday,53.1898,24946
2452537,Thursday,48.9175,25486
2452538,Friday,53.5075,28680
2452539,Saturday,51.8617,27383
2452540,Sunday,48.4164,30696
2452541,Monday,52.5370,19859
2452542,Tuesday,50.4232,22640
2452543,Wednesday,50.1415,26926
2452544,Thursday,47.0619,24331
2452545,Friday,49.4765,24194
2452546,Saturday,54.1203,32851
2452547,Sunday,52.3631,26391
2452548,Monday,49.4202,23524
2452549,Tuesday,49.2215,24217
2452550,Wednesday,54.1069,24294
2452551,Thursday,52.9246,21064
2452552,Friday,50.8098,26980
2452553,Saturday,54.4512,24013
2452554,Sunday,47.5296,24050
2452555,Monday,51.9360,24358
2452556,Tuesday,52.5898,26926
2452557,Wednesday,52.0927,25838
2452558,Thursday,49.6624,19269
2452559,Friday,50.4808,24988
2452560,Saturday,52.7654,22267
2452561,Sunday,53.7688,27207
2452562,Monday,49.0019,25187
2452563,Tuesday,47.1178,17999
2452564,Wednesday,48.4972,25558
2452565,Thursday,53.2770,26159
2452566,Friday,53.6263,30138
2452567,Saturday,52.5792,23240
2452568,Sunday,53.6231,31155
2452569,Monday,51.5386,27367
2452570,Tuesday,53.9408,22763
2452571,Wednesday,53.0062,25655
2452572,Thursday,49.2696,27591
2452573,Friday,53.2278,32948
2452574,Saturday,52.8907,25652
2452575,Sunday,50.6203,27993
2452576,Monday,49.8141,28942
2452577,Tuesday,50.0888,29903
2452578,Wednesday,48.6612,23698
2452579,Thursday,52.8301,27366
2452580,Friday,46.1946,20649
2452581,Saturday,49.9906,21196
2452582,Sunday,52.2807,38740
2452583,Monday,50.5248,38702
2452584,Tuesday,48.9502,40286
2452585,Wednesday,50.3521,39325
2452586,Thursday,51.3946,40242
2452587,Friday,48.2490,48249
2452588,Saturday,49.0694,34643
2452589,Sunday,50.6587,36069
2452590,Monday,51.0621,47692
2452591,Tuesday,50.3932,47420
2452592,Wednesday,50.7494,39483
2452593,Thursday,53.9248,44434
2452594,Friday,49.8053,39645
2452595,Saturday,51.2465,36385
2452596,Sunday,52.5251,46012
2452597,Monday,51.5877,41786
2452598,Tuesday,52.1143,46486
2452599,Wednesday,52.3350,42810
2452600,Thursday,49.4820,42703
2452601,Friday,53.4984,33276
2452602,Saturday,48.2464,43470
2452603,Sunday,50.8093,41308
2452604,Monday,53.2730,46241
2452605,Tuesday,49.6261,39155
2452606,Wednesday,49.4087,38440
2452607,Thursday,50.7959,37081
2452608,Friday,52.1910,49738
2452609,Saturday,53.4519,48374
2452610,Sunday,51.9784,40907
2452611,Monday,50.0647,43306
2452612,Tuesday,48.2725,37556
2452613,Wednesday,52.1143,37835
2452614,Thursday,51.4146,48741
2452615,Friday,50.0200,34964
2452616,Saturday,50.0478,36635
2452617,Sunday,50.1982,44325
2452618,Monday,49.0593,39689
2452619,Tuesday,47.8153,39878
2452620,Wednesday,48.2851,34717
2452621,Thursday,48.5098,39778
2452622,Friday,51.4531,49961
2452623,Saturday,50.2067,36199
2452624,Sunday,51.9063,44847
2452625,Monday,50.4882,40542
2452626,Tuesday,50.8670,36726
2452627,Wednesday,51.1133,44673
2452628,Thursday,51.4117,32595
2452629,Friday,48.3187,35321
2452630,Saturday,50.6981,33917
2452631,Sunday,49.6884,44173
2452632,Monday,49.3720,51100
2452633,Tuesday,49.2227,49518
2452634,Wednesday,49.7000,21868
2452635,Thursday,48.7358,43911
2452636,Friday,50.8456,40168
2452637,Saturday,50.3338,34831
2452638,Sunday,52.2509,43734
2452639,Monday,51.7275,45365
2452640,Tuesday,52.1376,38269
2452641,Wednesday,49.8978,36625
2452642,Thursday,49.7267,40030
