ss_item_sk,avg(ss_net_profit),sum(ss_net_profit)
10574,-658.9788,-124547
10575,-896.1589,-95889
10576,-856.2342,-95042
10577,-935.3851,-138437
10578,-764.4032,-47393
10579,-777.6486,-230184
10580,-1026.8030,-203307
10581,-753.7456,-85927
10582,-811.0787,-103007
10583,-601.3388,-72762
10584,-429.2034,-25323
10585,-965.7224,-288751
10586,-1000.3580,-176063
10587,-816.7297,-90657
10588,-874.0556,-110131
10589,-850.7706,-92734
10590,-1055.9818,-58079
10591,-689.9571,-193188
10592,-1019.9243,-188686
10593,-806.7436,-94389
10594,-875.9000,-87590
10595,-873.8304,-97869
10596,-689.5909,-30342
10597,-810.7588,-252146
10598,-892.5838,-165128
10599,-935.9242,-123542
10600,-430.7835,-41786
10601,-1080.7064,-117797
10602,-996.4545,-65766
10603,-794.2340,-223974
10604,-884.7814,-161915
10605,-850.4688,-81645
10606,-793.1691,-107871
10607,-829.5606,-109502
10608,-1114.8226,-69119
10609,-692.4111,-198722
10610,-889.7059,-151250
10611,-888.1610,-104803
10612,-808.2083,-96985
10613,-1018.0536,-114022
10614,-1141.9091,-62805
10615,-865.6237,-248434
10616,-755.4560,-137493
10617,-768.7440,-96093
10618,-778.1709,-91046
10619,-846.7881,-99921
10620,-1102.4000,-71656
10621,-633.6803,-186302
10622,-841.6303,-138869
10623,-1040.7815,-123853
10624,-790.5238,-99606
10625,-837.4196,-93791
10626,-534.9322,-31561
10627,-598.6131,-182577
10628,-928.3354,-146677
10629,-1013.3645,-108430
10630,-1003.5083,-120421
10631,-690.8716,-75305
10632,-923.1961,-47083
10633,-731.6457,-220957
10634,-821.0287,-142859
10635,-391.2427,-40298
10636,-453.0280,-48474
10637,-801.9600,-100245
10638,-798.9688,-51134
10639,-823.5233,-229763
10640,-714.3164,-126434
10641,-1231.8190,-129341
10642,-679.8031,-86335
10643,-632.0268,-70787
10644,-922.9833,-55379
10645,-844.7967,-253439
10646,-1011.8833,-182139
10647,-803.6449,-85990
10648,-727.2323,-71996
10649,-950.7913,-109341
10650,-824.8148,-44540
10651,-843.1519,-238612
10652,-691.6825,-130728
10653,-794.1897,-92126
10654,-886.0762,-93038
10655,-781.6893,-80514
10656,-440.9535,-18961
10657,-833.3901,-235016
10658,-1035.3966,-185336
10659,-775.2602,-95357
10660,-988.4077,-128493
10661,-951.9063,-121844
10662,-777.4510,-39650
10663,-765.4968,-240366
10664,-924.0266,-173717
10665,-859.1000,-111683
10666,-979.5739,-112651
10667,-600.5941,-60660
10668,-762.3182,-50313
10669,-886.8619,-237679
10670,-686.3558,-111876
10671,-1055.5833,-114003
10672,-605.2783,-69607
10673,-819.9279,-91012
10674,-751.1642,-50328
10675,-918.8133,-275644
10676,-709.3438,-113495
10677,-757.9231,-88677
10678,-721.6154,-93810
10679,-766.5470,-89686
10680,-790.2676,-56109
10681,-782.2757,-235465
10682,-1013.8221,-165253
10683,-1016.5700,-101657
10684,-1029.3814,-99850
10685,-992.7963,-107222
10686,-837.9796,-41061
10687,-894.8357,-250554
10688,-689.1971,-143353
10689,-709.8870,-81637
10690,-874.5781,-111946
10691,-951.6742,-84699
10692,-675.7460,-42572
10693,-763.8964,-236044
10694,-896.8075,-167703
10695,-854.4957,-98267
10696,-718.8696,-82670
10697,-1060.5391,-121962
10698,-568.5323,-35249
10699,-886.3701,-249070
10700,-738.3791,-134385
10701,-1003.2018,-109349
10702,-469.8750,-45108
10703,-366.4636,-40311
10704,-698.9455,-38442
10705,-808.7875,-232122
10706,-777.9578,-129141
10707,-603.2426,-82041
10708,-1163.5283,-123334
10709,-880.8649,-97776
10710,-704.6061,-46504
10711,-738.6712,-215692
10712,-963.8523,-169638
10713,-708.8560,-88607
10714,-520.4818,-57253
10715,-754.3306,-93537
10716,-1191.4754,-72680
10717,-815.5931,-236522
10718,-924.6667,-141474
10719,-877.1835,-95613
10720,-951.5250,-114183
10721,-886.4419,-76234
10722,-850.0625,-54404
10723,-833.9556,-225168
10724,-895.3580,-157583
10725,-547.3186,-61847
10726,-743.9318,-98199
10727,-784.0859,-100363
10728,-446.9844,-28607
10729,-986.0500,-256373
10730,-802.7273,-141280
10731,-768.1129,-95246
10732,-933.0593,-125963
10733,-1047.0273,-115173
10734,-663.7971,-45802
10735,-830.4675,-255784
10736,-1119.1429,-172348
10737,-1003.0569,-123376
10738,-828.1700,-82817
10739,-752.2286,-78984
10740,-612.5417,-29402
10741,-872.4134,-246893
10742,-1009.0351,-172545
10743,-716.2269,-85231
10744,-753.3832,-80612
10745,-788.6984,-99376
10746,-582.5532,-27380
10747,-934.7209,-281351
10748,-755.6464,-136772
10749,-1008.2476,-105866
10750,-836.4483,-97028
10751,-761.7721,-103601
10752,-950.6984,-59894
10753,-851.5737,-265691
10754,-818.0610,-134162
10755,-1224.4953,-131021
10756,-593.5351,-67663
10757,-850.9528,-108071
10758,-1070.3692,-69574
10759,-900.3190,-251189
10760,-730.2684,-138751
10761,-727.8790,-90257
10762,-470.7170,-49896
10763,-798.8761,-90273
10764,-922.8704,-49835
10765,-970.1054,-285211
10766,-856.1557,-142978
10767,-1149.6115,-159796
10768,-548.0156,-70146
10769,-828.1724,-96068
10770,-488.7143,-34210
10771,-847.3909,-260149
10772,-646.5561,-120906
10773,-478.5463,-51683
10774,-952.0082,-116145
10775,-660.0000,-75240
10776,-783.9138,-45467
10777,-778.0986,-220980
10778,-784.8539,-139704
10779,-676.6356,-79843
10780,-690.7891,-88421
10781,-872.4262,-106436
10782,-768.3333,-43795
10783,-839.6867,-265341
10784,-982.7439,-161170
10785,-941.5607,-100747
10786,-783.9929,-109759
10787,-821.4022,-75569
10788,-954.4194,-59174
10789,-875.3217,-250342
10790,-819.6012,-141791
10791,-594.0667,-62377
10792,-931.1520,-116394
10793,-947.2344,-121246
10794,-860.5385,-55935
10795,-1075.8046,-324893
10796,-819.8036,-137727
10797,-1051.1441,-124035
10798,-728.0769,-85185
10799,-935.5952,-117885
10800,-546.5357,-30606
10801,-839.1364,-258454
10802,-992.5058,-170711
10803,-962.7460,-121306
10804,-470.3051,-55496
10805,-740.3826,-85144
10806,-786.7846,-51141
10807,-751.6777,-205208
10808,-852.7083,-163720
10809,-614.1560,-66943
10810,-943.5267,-123602
10811,-879.9381,-99433
10812,-528.8621,-30674
10813,-838.8542,-247462
10814,-635.9794,-123380
10815,-826.5625,-92575
10816,-716.2097,-88810
10817,-535.2589,-59949
10818,-957.2667,-57436
10819,-989.9754,-281153
10820,-866.7829,-131751
10821,-786.6364,-77877
10822,-843.5185,-113875
10823,-896.7320,-86983
10824,-1328.8103,-77071
10825,-764.2917,-201773
10826,-597.8313,-99240
10827,-437.6387,-52079
10828,-989.2769,-128606
10829,-530.7805,-65286
10830,-674.2449,-33038
10831,-628.5144,-196725
10832,-998.7584,-148815
10833,-959.5946,-106515
10834,-632.2477,-68915
10835,-638.6190,-80466
10836,-773.4746,-45635
10837,-947.5464,-286159
10838,-878.8323,-136219
10839,-725.7921,-73305
10840,-820.2754,-113198
10841,-641.0385,-83335
10842,-547.3559,-32294
10843,-882.7815,-238351
10844,-512.2778,-92210
10845,-859.7444,-114346
10846,-649.4434,-68841
10847,-951.1058,-98915
10848,-727.4231,-37826
10849,-937.7922,-288840
10850,-915.1809,-182121
10851,-783.2150,-83804
10852,-694.8760,-84080
10853,-680.1917,-81623
10854,-1153.0000,-53038
10855,-808.7518,-228068
10856,-945.7219,-159827
10857,-847.1383,-79631
10858,-1048.8115,-127955
10859,-904.2222,-89518
10860,-702.1739,-48450
10861,-800.7087,-247419
10862,-940.0063,-150401
10863,-787.2679,-88174
10864,-820.8364,-90292
10865,-993.8450,-128206
10866,-621.3065,-38521
10867,-721.5899,-200602
10868,-968.7560,-162751
10869,-798.5702,-96627
10870,-834.9932,-122744
10871,-608.7350,-71222
10872,-857.0351,-48851
10873,-906.7179,-253881
10874,-674.4444,-115330
10875,-693.1007,-96341
10876,-794.5676,-88197
10877,-840.4737,-95814
10878,-699.4746,-41269
10879,-733.6798,-167279
10880,-916.2751,-173176
10881,-1000.7402,-127094
10882,-976.2605,-116175
10883,-779.7434,-88111
10884,-936.6719,-59947
10885,-781.2277,-236712
10886,-926.8834,-151082
10887,-1058.0265,-119557
10888,-445.0748,-47623
10889,-831.3333,-87290
10890,-1167.3286,-81713
10891,-789.6457,-238473
10892,-904.0314,-143741
10893,-921.4198,-120706
10894,-1067.2700,-106727
10895,-906.4455,-99709
10896,-656.5082,-40047
10897,-804.0853,-273389
10898,-885.4512,-145214
10899,-750.5315,-83309
10900,-544.2742,-67490
10901,-606.5357,-67932
10902,-909.9310,-52776
10903,-868.4296,-252713
10904,-837.8239,-133214
10905,-747.4808,-77738
10906,-643.8000,-80475
10907,-1064.1043,-122372
10908,-1199.3455,-65964
10909,-900.8974,-245945
10910,-875.6575,-158494
10911,-957.9346,-102499
10912,-767.8400,-95980
10913,-915.6560,-114457
10914,-1028.1429,-50379
10915,-734.6300,-220389
10916,-394.9941,-67149
10917,-1176.8559,-138869
10918,-691.7905,-72638
10919,-1113.7344,-142558
10920,-601.5357,-33686
10921,-980.6186,-285360
10922,-1144.0753,-167035
10923,-943.8843,-114210
10924,-1135.7619,-119255
10925,-915.0894,-112556
10926,-891.0000,-47223
10927,-754.3733,-226312
10928,-890.3086,-155804
10929,-705.5224,-94540
10930,-694.8333,-75042
10931,-589.4646,-58357
10932,-800.3500,-48021
10933,-857.2935,-251187
10934,-780.0949,-123255
10935,-1100.3000,-121033
10936,-1109.8264,-134289
10937,-605.2232,-67785
10938,-804.5294,-41031
10939,-859.8790,-270002
10940,-835.0296,-141120
10941,-786.5840,-98323
10942,-687.1040,-85888
10943,-871.9550,-96787
10944,-712.3281,-45589
10945,-805.7416,-240111
10946,-879.1744,-171439
10947,-634.8250,-76179
10948,-920.4409,-116896
10949,-687.0265,-77634
10950,-854.5972,-61531
10951,-811.8939,-214340
10952,-927.6398,-172541
10953,-769.4397,-89255
10954,-822.1587,-103592
10955,-592.0484,-73414
10956,-792.0984,-48318
10957,-779.0137,-227472
10958,-775.2405,-122488
10959,-941.9098,-125274
10960,-744.4341,-96032
10961,-885.3279,-108010
10962,-790.1831,-56103
10963,-942.4136,-278012
10964,-946.7760,-173260
10965,-781.5538,-101602
10966,-832.0531,-94022
10967,-912.3088,-124074
10968,-968.3065,-60035
10969,-827.2153,-238238
10970,-893.5873,-168888
10971,-812.4775,-90185
10972,-880.7364,-113615
10973,-867.0625,-110984
10974,-990.5789,-56463
10975,-801.1196,-241137
10976,-889.7090,-168155
10977,-774.7474,-73601
10978,-831.7579,-79017
10979,-830.2920,-93823
10980,-889.8986,-61403
10981,-769.5693,-210862
10982,-839.8475,-148653
10983,-758.8047,-97127
10984,-584.9386,-66683
10985,-709.7736,-75236
10986,-639.9020,-32635
10987,-727.7942,-201599
10988,-919.2899,-155360
10989,-894.1783,-115349
10990,-963.2991,-112706
10991,-857.5289,-103761
10992,-847.8364,-46631
10993,-700.2508,-206574
10994,-825.2160,-133685
10995,-658.6316,-62570
10996,-811.8672,-103919
10997,-561.9145,-65744
10998,-643.0159,-40510
10999,-766.1803,-233685
11000,-877.0978,-161386
11001,-912.3596,-104009
11002,-999.2381,-104920
11003,-792.7265,-92749
11004,-1193.8364,-65661
11005,-712.9420,-208892
11006,-948.6848,-174558
11007,-1077.8376,-126107
11008,-885.9238,-93022
11009,-717.4419,-92550
11010,-905.6441,-53433
11011,-868.1141,-228314
11012,-758.8978,-141155
11013,-969.1915,-91104
11014,-1073.0515,-104086
11015,-803.2017,-95581
11016,-1166.4833,-69989
11017,-626.8903,-194336
11018,-872.1444,-156986
11019,-644.5645,-79926
11020,-792.2857,-105374
11021,-685.3793,-79504
11022,-668.2927,-27400
11023,-722.3580,-185646
11024,-996.4140,-156437
11025,-966.5847,-114057
11026,-666.0088,-75259
11027,-712.0741,-96130
11028,-853.8246,-48668
11029,-995.8724,-288803
11030,-903.2667,-176137
11031,-923.9619,-97016
11032,-1002.5946,-111288
11033,-883.7652,-101633
11034,-649.0725,-44786
11035,-1071.7610,-340820
11036,-921.7151,-158535
11037,-915.5321,-99793
11038,-886.7951,-108189
11039,-749.9899,-74249
11040,-747.7586,-43370
11041,-954.1414,-276701
11042,-786.3977,-138406
11043,-1049.8400,-131230
11044,-776.5929,-87755
11045,-759.3750,-97200
11046,-580.3333,-34820
11047,-841.5719,-233957
11048,-766.0788,-155514
11049,-885.5196,-90323
11050,-918.9685,-116709
11051,-501.3839,-56155
11052,-942.0600,-47103
11053,-831.3235,-254385
11054,-974.0485,-160718
11055,-753.2281,-85868
11056,-860.9630,-92984
11057,-789.3796,-85253
11058,-283.8500,-17031
11059,-744.6514,-211481
11060,-958.7921,-170665
11061,-958.7767,-98754
11062,-544.7339,-59376
11063,-801.6393,-97800
11064,-1034.7667,-62086
11065,-917.8322,-268007
11066,-887.7120,-163339
11067,-744.9394,-98332
11068,-744.2252,-82609
11069,-938.0083,-113499
11070,-1203.9821,-67423
11071,-676.5324,-198224
11072,-950.5301,-157788
11073,-671.1842,-76515
11074,-903.5339,-106617
11075,-705.8053,-79756
11076,-938.5593,-55375
11077,-737.3529,-238165
11078,-679.0774,-114085
11079,-935.3939,-123472
11080,-782.2880,-97786
11081,-661.9720,-70831
11082,-1090.8475,-64360
11083,-750.7782,-213221
11084,-843.4157,-150128
11085,-913.3889,-115087
11086,-863.6154,-123497
11087,-926.4083,-111169
11088,-912.0962,-47429
11089,-837.9459,-263115
11090,-769.0446,-120740
11091,-751.8641,-77442
11092,-682.2437,-81187
11093,-1037.7008,-131788
11094,-1235.0893,-69165
11095,-715.9788,-202622
11096,-838.0647,-142471
11097,-985.0787,-125105
11098,-749.8629,-92983
11099,-1045.7344,-133854
11100,-949.5970,-63623
11101,-839.4088,-248465
11102,-588.6258,-91237
11103,-793.0273,-87233
11104,-733.8629,-90999
11105,-716.0846,-93091
11106,-690.1081,-51068
11107,-736.0332,-221546
11108,-936.6111,-168590
11109,-1123.2321,-125802
11110,-816.6606,-89016
11111,-872.0175,-99410
11112,-315.0156,-20161
11113,-910.0535,-272106
11114,-877.0383,-160498
11115,-715.7339,-88751
11116,-755.5840,-94448
11117,-774.7757,-82901
11118,-591.5333,-35492
11119,-878.5971,-244250
11120,-779.1778,-140252
11121,-585.5222,-52697
11122,-1103.3619,-115853
11123,-893.9375,-100121
11124,-1122.9412,-57270
11125,-965.2821,-270279
11126,-781.1761,-137487
11127,-871.1019,-94079
11128,-937.5417,-112505
11129,-707.5583,-84907
11130,-853.2031,-54605
11131,-761.0418,-236684
11132,-1068.2667,-192288
11133,-834.5728,-85961
11134,-1069.2878,-148631
11135,-929.7196,-99480
11136,-1503.2167,-90193
11137,-904.8553,-275076
11138,-822.9665,-147311
11139,-791.2883,-87833
11140,-843.2049,-102871
11141,-823.7273,-99671
11142,-913.9818,-50269
11143,-712.1439,-188006
11144,-850.8191,-159954
11145,-1103.6842,-125820
11146,-1049.1456,-108062
11147,-923.4310,-107118
11148,-1061.9512,-43540
11149,-754.0034,-222431
11150,-592.2727,-91210
11151,-870.0714,-109629
11152,-762.7455,-83902
11153,-658.0541,-73044
11154,-950.3393,-53219
11155,-846.5649,-241271
11156,-679.6224,-133206
11157,-661.7290,-70805
11158,-988.7193,-112714
11159,-886.3729,-104592
11160,-1195.3061,-58570
11161,-858.6577,-255880
11162,-858.0920,-149308
11163,-943.5164,-115109
11164,-903.4098,-110216
11165,-682.4545,-75070
11166,-949.1642,-63594
11167,-775.8323,-240508
11168,-933.0059,-158611
11169,-700.9580,-83414
11170,-450.4632,-61263
11171,-671.9286,-84663
11172,-664.2462,-43176
11173,-883.5158,-251802
11174,-1140.9181,-195097
11175,-881.3881,-118106
11176,-690.9583,-82915
11177,-1035.9829,-121210
11178,-1103.8413,-69542
11179,-815.0733,-222515
11180,-934.1196,-171878
11181,-678.2269,-80709
11182,-850.8056,-91887
11183,-804.2542,-94902
11184,-1174.7119,-69308
11185,-862.8733,-258862
11186,-650.8000,-104128
11187,-1118.2269,-133069
11188,-843.3440,-105418
11189,-981.5172,-113856
11190,-591.0909,-32510
11191,-877.5738,-267660
11192,-765.6701,-148540
11193,-799.4952,-83947
11194,-721.6491,-82268
11195,-607.4355,-75322
11196,-1061.5323,-65815
11197,-778.5744,-225008
11198,-1004.3214,-168726
11199,-747.6754,-85235
11200,-957.7203,-113011
11201,-867.8731,-116295
11202,-605.9863,-44237
11203,-942.4576,-255406
11204,-1276.1596,-239918
11205,-482.9528,-61335
11206,-576.4463,-69750
11207,-820.5440,-102568
11208,-961.8571,-67330
11209,-744.9667,-223490
11210,-965.1576,-159251
11211,-781.1333,-93736
11212,-744.4513,-84123
11213,-748.2397,-90537
11214,-673.0980,-34328
11215,-738.6305,-217896
11216,-525.3049,-86150
11217,-781.4737,-74240
11218,-837.0078,-107137
11219,-764.5948,-88693
11220,-684.7797,-40402
11221,-674.1868,-184053
11222,-722.1677,-116269
11223,-994.9327,-103473
11224,-1072.6581,-125501
11225,-766.6634,-77433
11226,-777.0794,-48956
11227,-829.7245,-243939
11228,-725.2229,-126914
11229,-914.0629,-130711
11230,-1022.7459,-124775
11231,-867.8072,-72028
11232,-726.0893,-40661
11233,-952.9663,-283031
11234,-844.3608,-163806
11235,-1100.2815,-148538
11236,-993.6911,-122224
11237,-1054.2927,-129678
11238,-890.2769,-57868
11239,-1039.8627,-295321
11240,-771.2683,-126488
11241,-1045.7778,-122356
11242,-875.5982,-98067
11243,-771.2136,-79435
11244,-959.8462,-49912
11245,-875.3709,-240727
11246,-761.9314,-133338
11247,-716.7426,-72391
11248,-807.5182,-88827
11249,-820.9310,-95228
11250,-1115.8704,-60257
11251,-710.8591,-206860
11252,-628.0116,-108646
11253,-829.2037,-89554
11254,-533.1062,-60241
11255,-809.3654,-84174
11256,-787.3962,-41732
11257,-702.8333,-198199
11258,-736.0056,-130273
11259,-1031.1493,-138174
11260,-794.8070,-90608
11261,-881.3984,-108412
11262,-560.3409,-24655
11263,-624.0939,-172874
11264,-1214.7972,-257537
11265,-878.7905,-92273
11266,-885.2524,-91181
11267,-1010.5138,-110146
11268,-1115.3529,-75844
11269,-673.8595,-201484
11270,-828.8065,-128465
11271,-658.5963,-71787
11272,-793.1400,-79314
11273,-669.3900,-66939
11274,-756.7656,-48433
11275,-881.8029,-246023
11276,-1012.5879,-167077
11277,-880.4706,-104776
11278,-202.9344,-24758
11279,-799.1508,-100693
11280,-732.3934,-44676
11281,-691.9895,-198601
11282,-712.1266,-112516
11283,-904.7105,-103137
11284,-775.0194,-79827
11285,-737.1466,-85509
11286,-1109.2985,-74323
11287,-733.1262,-226536
11288,-843.3864,-148436
11289,-740.0182,-81402
11290,-893.2449,-87538
11291,-814.8548,-101042
11292,-682.1111,-36834
11293,-784.6225,-236956
11294,-800.1227,-130420
11295,-1117.2778,-140777
11296,-839.0656,-102366
11297,-921.6552,-106912
11298,-634.5926,-34268
11299,-858.3505,-249780
11300,-919.8084,-153608
11301,-895.2832,-101167
11302,-539.7206,-73402
11303,-797.0078,-102814
11304,-763.9556,-34378
11305,-815.8071,-228426
11306,-1138.6417,-212926
11307,-939.1618,-127726
11308,-793.5426,-102367
11309,-773.9520,-96744
11310,-525.0441,-35703
11311,-748.6375,-231329
11312,-791.8125,-139359
11313,-1035.2661,-128373
11314,-807.6220,-102568
11315,-754.3592,-77699
11316,-1038.1228,-59173
11317,-738.1850,-187499
11318,-661.7052,-114475
11319,-746.8929,-83652
11320,-575.6557,-70230
11321,-930.7879,-122864
11322,-643.6304,-29607
11323,-826.1812,-237114
11324,-668.8098,-109016
11325,-1128.4758,-139931
11326,-917.5726,-113779
11327,-679.5810,-71356
11328,-1090.2727,-59965
11329,-781.9498,-233803
11330,-663.7630,-114831
11331,-682.8333,-77843
11332,-770.0367,-83934
11333,-760.9459,-84465
11334,-684.3636,-37640
11335,-897.5156,-259382
11336,-840.3171,-137812
11337,-637.3217,-73292
11338,-743.8142,-84051
11339,-940.8349,-102551
11340,-444.4630,-24001
11341,-844.7933,-253438
11342,-958.7929,-162036
11343,-1220.9550,-135526
11344,-654.8197,-79888
11345,-973.0614,-110929
11346,-806.0667,-36273
11347,-815.7852,-243104
11348,-937.2515,-160270
11349,-790.5242,-98025
11350,-723.2835,-91857
11351,-1121.4495,-122238
11352,-805.7714,-56404
11353,-805.6461,-248139
11354,-947.4261,-166747
11355,-1009.3186,-114053
11356,-1073.9469,-121356
11357,-1018.6972,-111038
11358,-752.9839,-46685
11359,-643.7973,-187345
11360,-743.7514,-137594
11361,-361.2333,-43348
11362,-446.7541,-54504
11363,-924.4259,-99838
11364,-1141.3947,-43373
11365,-849.6497,-266790
11366,-1072.1215,-194054
11367,-511.8095,-64488
11368,-826.9912,-93450
11369,-903.0174,-103847
11370,-529.3158,-30171
11371,-753.7445,-206526
11372,-779.9198,-126347
11373,-776.5877,-88531
11374,-853.5047,-91325
11375,-838.1374,-109796
11376,-952.3125,-60948
11377,-881.9618,-254005
11378,-1040.8824,-176950
11379,-964.8443,-117711
11380,-904.3077,-105804
11381,-627.7706,-68427
11382,-787.2143,-55105
11383,-843.6985,-282639
11384,-874.3756,-172252
11385,-692.4712,-72017
11386,-789.6667,-94760
11387,-590.9912,-67373
11388,-759.4386,-43288
11389,-859.8034,-249343
11390,-812.4972,-143812
11391,-828.6842,-110215
11392,-686.0333,-61743
11393,-1073.4463,-129887
11394,-853.4000,-55471
11395,-1101.1679,-301720
11396,-895.7892,-148701
11397,-689.6542,-73793
11398,-1018.9504,-123293
11399,-855.6038,-90694
11400,-1012.1803,-61743
11401,-974.5803,-297247
11402,-941.5607,-162890
11403,-913.2523,-97718
11404,-825.5429,-86682
11405,-955.3162,-111772
11406,-620.6825,-39103
11407,-690.3323,-216074
11408,-914.8756,-176571
11409,-604.8131,-64715
11410,-837.3694,-92948
11411,-482.8058,-49729
11412,-825.0847,-48680
11413,-826.0336,-221377
11414,-822.1000,-139757
11415,-907.9618,-118943
11416,-1079.7107,-130645
11417,-886.4375,-99281
11418,-917.5510,-44960
11419,-1023.4164,-275299
11420,-982.1465,-154197
11421,-1254.9252,-134277
11422,-820.6842,-77965
11423,-828.0187,-88598
11424,-576.1964,-32267
11425,-755.1115,-216717
11426,-815.4819,-135370
11427,-618.5969,-79799
11428,-805.7600,-100720
11429,-1063.5390,-149959
11430,-933.6415,-49483
11431,-835.3185,-243913
11432,-728.1486,-127426
11433,-1012.2059,-103245
11434,-660.3950,-78587
11435,-585.0083,-70786
11436,-822.6290,-51003
11437,-823.5529,-241301
11438,-722.3860,-123528
11439,-620.0083,-75021
11440,-981.5755,-104047
11441,-631.8374,-77716
11442,-1134.5217,-78282
11443,-910.8179,-285086
11444,-983.1801,-158292
11445,-877.5496,-114959
11446,-747.6500,-89718
11447,-790.8056,-85407
11448,-851.0161,-52763
11449,-771.4088,-211366
11450,-657.3310,-95313
11451,-662.6698,-70243
11452,-593.9134,-75427
11453,-743.7982,-84793
11454,-1089.3860,-62095
11455,-1070.5387,-304033
11456,-786.8252,-162086
11457,-595.6847,-66121
11458,-623.0092,-67908
11459,-785.3220,-92668
11460,-1056.8333,-57069
11461,-1007.4297,-257902
11462,-981.8125,-157090
11463,-660.1009,-71951
11464,-767.1121,-88985
11465,-705.9621,-93187
11466,-941.6226,-49906
11467,-787.6067,-236282
11468,-671.8939,-120269
11469,-800.2624,-112837
11470,-1050.0693,-106057
11471,-768.9487,-89967
11472,-929.9016,-56724
11473,-839.4262,-250149
11474,-836.3017,-149698
11475,-753.8633,-104787
11476,-957.9735,-108251
11477,-1008.4018,-112941
11478,-1006.5102,-49319
11479,-696.1392,-190046
11480,-534.3602,-86032
11481,-554.0841,-59287
11482,-841.1163,-108504
11483,-700.4309,-86153
11484,-900.1746,-56711
11485,-936.4633,-293113
11486,-685.1264,-119212
11487,-641.6000,-70576
11488,-851.3175,-107266
11489,-957.9180,-116866
11490,-932.3636,-51280
11491,-857.0967,-230559
11492,-885.2888,-165549
11493,-803.3818,-88372
11494,-861.9744,-100851
11495,-480.6457,-61042
11496,-1277.3607,-77919
11497,-893.5018,-254648
11498,-854.5691,-154677
11499,-657.1389,-70971
11500,-920.8545,-101294
11501,-946.6857,-99402
11502,-897.1458,-43063
11503,-753.9726,-220160
11504,-879.9150,-134627
11505,-973.5545,-107091
11506,-1046.3185,-141253
11507,-1071.1210,-132819
11508,-795.2000,-51688
11509,-780.9797,-230389
11510,-831.9432,-146422
11511,-1298.9688,-166268
11512,-581.4019,-62210
11513,-726.7109,-93019
11514,-519.0303,-34256
11515,-887.2092,-250193
11516,-620.2771,-102966
11517,-434.0144,-60328
11518,-874.2323,-86549
11519,-615.3298,-57841
11520,-458.4694,-22465
11521,-799.9211,-243176
11522,-859.9239,-158226
11523,-834.3306,-100954
11524,-1008.4876,-122027
11525,-1002.6289,-97255
11526,-807.9167,-48475
11527,-893.0433,-267913
11528,-555.9722,-100075
11529,-869.3019,-92146
11530,-1059.1963,-113334
11531,-791.6555,-94207
11532,-931.5263,-53097
11533,-975.0613,-302269
11534,-755.2378,-123859
11535,-886.2241,-102802
11536,-1158.2661,-143625
11537,-850.4732,-95253
11538,-672.4068,-39672
11539,-900.1815,-272755
11540,-688.5449,-122561
11541,-831.3458,-88954
11542,-786.9492,-92860
11543,-694.6514,-75717
11544,-96.6667,-5220
11545,-655.5926,-194711
11546,-907.2994,-151519
11547,-543.1721,-66267
11548,-710.0526,-80946
11549,-741.3905,-77846
11550,-738.2203,-43555
11551,-696.0603,-196289
11552,-790.4831,-140706
11553,-882.2645,-106754
11554,-681.9531,-87290
11555,-841.4732,-94245
11556,-1305.8364,-71821
11557,-883.8767,-258092
11558,-595.3155,-100013
11559,-661.2623,-80674
11560,-872.1053,-99420
11561,-889.7500,-99652
11562,-713.4821,-39955
11563,-905.5414,-262607
11564,-1038.2961,-185855
11565,-765.6182,-84218
11566,-652.1800,-65218
11567,-887.2063,-111788
11568,-1577.2254,-111983
11569,-609.4290,-193189
11570,-964.6563,-154345
11571,-1002.0179,-112226
11572,-1023.8730,-129008
11573,-975.9910,-108335
11574,-1039.1818,-45724
11575,-903.2690,-261948
11576,-952.1823,-172345
11577,-921.5439,-105056
11578,-860.3491,-91197
11579,-983.0880,-122886
11580,-1242.4909,-68337
11581,-707.1572,-211440
11582,-892.6731,-139257
11583,-1081.7000,-140621
11584,-691.4322,-81589
11585,-949.7479,-113020
11586,-1081.6610,-63818
11587,-708.1908,-215290
11588,-999.2980,-150894
11589,-627.2276,-77149
11590,-826.8058,-85161
11591,-801.8087,-92208
11592,-695.5224,-46600
11593,-746.4281,-212732
11594,-738.8245,-138899
11595,-923.6583,-110839
11596,-770.6435,-88624
11597,-524.7685,-56675
11598,-702.2459,-42837
11599,-967.5929,-270926
11600,-1007.1585,-184310
11601,-632.5041,-76533
11602,-775.2589,-86829
11603,-675.3714,-70914
11604,-777.4167,-37316
11605,-678.6971,-163566
11606,-841.4571,-147255
11607,-882.1639,-107624
11608,-931.6909,-102486
11609,-1023.2857,-100282
11610,-987.9508,-60265
11611,-827.4333,-248230
11612,-788.9813,-126237
11613,-556.9762,-70179
11614,-1004.7681,-138658
11615,-936.6293,-108649
11616,-1049.8947,-79792
11617,-876.2165,-254979
11618,-1009.2772,-185707
11619,-812.9141,-104053
11620,-661.2632,-87948
11621,-985.9832,-117332
11622,-995.8923,-64733
11623,-793.2422,-203070
11624,-1033.2201,-164282
11625,-818.9440,-102368
11626,-1120.2353,-114264
11627,-790.0075,-105071
11628,-1042.8222,-46927
11629,-818.1597,-235630
11630,-635.1287,-108607
11631,-645.9106,-79447
11632,-723.8085,-68038
11633,-1255.6471,-149422
11634,-1175.1587,-74035
11635,-765.5719,-212829
